subID,time,method,channel,ints,slope
l18,C,lmer,frontal,3.597760937,-1.632971847
l18,C,lmer,central,3.810399728,-1.531265748
l18,C,lmer,parietal,3.237261514,-1.262244675
l18,C,lmer,occipital,3.082374277,-1.144969548
l18,C,fooof,frontal,1.5187,1.6879
l18,C,fooof,central,1.61587383,1.65137316
l18,C,fooof,parietal,1.42545766,1.47004086
l18,C,fooof,occipital,1.33768393,1.29371271
l19,A,lmer,frontal,1.607881588,-1.054999729
l19,A,lmer,central,3.103714916,-1.463163171
l19,A,lmer,parietal,3.127690727,-1.418873703
l19,A,lmer,occipital,3.077631027,-1.309805329
l19,A,fooof,frontal,0.67136385,1.03287594
l19,A,fooof,central,1.18849471,1.36564125
l19,A,fooof,parietal,1.2595637,1.39616737
l19,A,fooof,occipital,1.29432675,1.36138288
l19,B,lmer,frontal,2.371392469,-1.31747449
l19,B,lmer,central,4.106906733,-1.81300966
l19,B,lmer,parietal,3.949918737,-1.755521731
l19,B,lmer,occipital,3.418451265,-1.411914959
l19,B,fooof,frontal,0.869304084,1.295723763
l19,B,fooof,central,1.466630552,1.676263934
l19,B,fooof,parietal,1.482512833,1.725414178
l19,B,fooof,occipital,1.276912726,1.416452779
l19,C,lmer,frontal,2.614819739,-1.25464194
l19,C,lmer,central,3.268440281,-1.444819599
l19,C,lmer,parietal,3.413210752,-1.429424674
l19,C,lmer,occipital,3.335533041,-1.317157274
l19,C,fooof,frontal,1.617,1.3184
l19,C,fooof,central,1.41115152,1.50277006
l19,C,fooof,parietal,1.33660895,1.37616722
l19,C,fooof,occipital,1.2959941,1.27939058
l20,A,lmer,frontal,0.822242945,-0.952108092
l20,A,lmer,central,1.74569085,-1.054286964
l20,A,lmer,parietal,1.974385973,-1.025378874
l20,A,lmer,occipital,2.13454028,-1.014773325
l20,A,fooof,frontal,0.36334133,0.99389509
l20,A,fooof,central,0.61618589,0.94755143
l20,A,fooof,parietal,0.80016947,1.06332935
l20,A,fooof,occipital,0.99882638,1.21563774
l20,B,lmer,frontal,1.309725823,-1.097688345
l20,B,lmer,central,2.0192608,-1.104003666
l20,B,lmer,parietal,1.891298712,-1.000048476
l20,B,lmer,occipital,1.86289462,-0.834670492
l20,B,fooof,frontal,0.432770266,1.070691499
l20,B,fooof,central,0.658502759,0.996450263
l20,B,fooof,parietal,0.701654955,1.011242484
l20,B,fooof,occipital,0.766993299,0.951925502
l20,C,lmer,frontal,1.628525782,-1.173996374
l20,C,lmer,central,2.548649836,-1.25104116
l20,C,lmer,parietal,2.602160503,-1.171205131
l20,C,lmer,occipital,2.584630935,-1.173717047
l20,C,fooof,frontal,0.6507,1.1443
l20,C,fooof,central,0.99047126,1.17681224
l20,C,fooof,parietal,1.07395483,1.23162535
l20,C,fooof,occipital,1.15007928,1.32488865
l21,A,lmer,frontal,2.413044911,-0.983956221
l21,A,lmer,central,2.667919393,-0.94506425
l21,A,lmer,parietal,3.098135186,-1.174708514
l21,A,lmer,occipital,3.401389168,-1.216516941
l21,A,fooof,frontal,1.01865421,0.97387263
l21,A,fooof,central,1.09081961,0.91114604
l21,A,fooof,parietal,1.24193936,1.17541399
l21,A,fooof,occipital,1.47544713,1.35757987
l21,B,lmer,frontal,3.112275307,-1.303438168
l21,B,lmer,central,3.868291082,-1.512414792
l21,B,lmer,parietal,3.825639681,-1.525846764
l21,B,lmer,occipital,3.730653546,-1.437014079
l21,B,fooof,frontal,1.138886441,1.258570873
l21,B,fooof,central,1.401041389,1.454055243
l21,B,fooof,parietal,1.459138338,1.594392226
l21,B,fooof,occipital,1.499728929,1.625616277
l21,C,lmer,frontal,3.437975788,-1.231073135
l21,C,lmer,central,3.45447987,-1.2961966
l21,C,lmer,parietal,3.322562711,-1.253601072
l21,C,lmer,occipital,3.456718847,-1.205615506
l21,C,fooof,frontal,1.4411,1.2617
l21,C,fooof,central,1.39854147,1.31500533
l21,C,fooof,parietal,1.30651627,1.29946299
l21,C,fooof,occipital,1.39349476,1.30061571
l22,A,lmer,frontal,2.910702698,-1.421902519
l22,A,lmer,central,3.724057413,-1.624740639
l22,A,lmer,parietal,4.261042351,-1.803821516
l22,A,lmer,occipital,4.073345263,-1.756668703
l22,A,fooof,frontal,1.09449462,1.33858768
l22,A,fooof,central,1.32139913,1.46485572
l22,A,fooof,parietal,1.48431288,1.62632319
l22,A,fooof,occipital,1.47403629,1.66462116
l22,B,lmer,frontal,3.167213991,-1.59394998
l22,B,lmer,central,4.085440808,-1.823908473
l22,B,lmer,parietal,3.992555268,-1.793251059
l22,B,lmer,occipital,3.646606469,-1.63298169
l22,B,fooof,frontal,1.125571393,1.494411021
l22,B,fooof,central,1.465258674,1.718127934
l22,B,fooof,parietal,1.44638042,1.697875136
l22,B,fooof,occipital,1.371243531,1.620956653
l22,C,lmer,frontal,3.964243128,-1.715634522
l22,C,lmer,central,4.142540461,-1.699303293
l22,C,lmer,parietal,4.662654448,-1.87843974
l22,C,lmer,occipital,4.440617144,-1.782415261
l22,C,fooof,frontal,1.5023,1.6151
l22,C,fooof,central,1.46141365,1.51446941
l22,C,fooof,parietal,1.59134554,1.65564446
l22,C,fooof,occipital,1.54426899,1.62154579
l23,A,lmer,frontal,2.731492283,-1.233055723
l23,A,lmer,central,3.137264591,-1.202897789
l23,A,lmer,parietal,3.39543685,-1.318778945
l23,A,lmer,occipital,2.896307783,-1.202674448
l23,A,fooof,frontal,1.1089932,1.23300578
l23,A,fooof,central,1.1785615,1.15626247
l23,A,fooof,parietal,1.27968386,1.27565485
l23,A,fooof,occipital,1.0980106,1.18452337
l23,B,lmer,frontal,2.625101809,-1.277465179
l23,B,lmer,central,3.579552847,-1.453057914
l23,B,lmer,parietal,3.736976782,-1.55997235
l23,B,lmer,occipital,3.053076575,-1.334228848
l23,B,fooof,frontal,0.963182578,1.273253764
l23,B,fooof,central,1.319319657,1.476014937
l23,B,fooof,parietal,1.321928758,1.478021424
l23,B,fooof,occipital,1.051034096,1.270570457
l23,C,lmer,frontal,3.845466579,-1.534146281
l23,C,lmer,central,3.752901435,-1.359285223
l23,C,lmer,parietal,4.029681555,-1.412131579
l23,C,lmer,occipital,3.616093151,-1.210881177
l23,C,fooof,frontal,1.7147,1.6344
l23,C,fooof,central,1.49626536,1.32952707
l23,C,fooof,parietal,1.56815734,1.38620146
l23,C,fooof,occipital,1.39767401,1.19573449
l24,A,lmer,frontal,2.779475509,-1.513214562
l24,A,lmer,central,3.144169305,-1.480742828
l24,A,lmer,parietal,2.638644248,-1.524883843
l24,A,lmer,occipital,1.706739437,-1.301446668
l24,A,fooof,frontal,1.00360716,1.42488371
l24,A,fooof,central,1.094259,1.35088793
l24,A,fooof,parietal,0.7925728,1.35807853
l24,A,fooof,occipital,0.39475271,1.14401025
l24,B,lmer,frontal,2.352419963,-1.345224084
l24,B,lmer,central,3.117145017,-1.501804959
l24,B,lmer,parietal,2.419666036,-1.514287192
l24,B,lmer,occipital,1.036426628,-1.13794543
l24,B,fooof,frontal,0.830383658,1.318403152
l24,B,fooof,central,1.084044654,1.437406895
l24,B,fooof,parietal,0.759129127,1.496227319
l24,B,fooof,occipital,0.300261237,1.250621973
l24,C,lmer,frontal,3.062797853,-1.480341112
l24,C,lmer,central,3.901897673,-1.673894262
l24,C,lmer,parietal,4.401633102,-1.758567464
l24,C,lmer,occipital,3.979805466,-1.578638783
l24,C,fooof,frontal,1.0527,1.3398
l24,C,fooof,central,1.34633737,1.54155054
l24,C,fooof,parietal,1.4240825,1.5246205
l24,C,fooof,occipital,1.32472804,1.38795903
l25,A,lmer,frontal,3.344026324,-1.65227246
l25,A,lmer,central,3.487963517,-1.510055596
l25,A,lmer,parietal,3.341882825,-1.373918819
l25,A,lmer,occipital,3.066910291,-1.350412583
l25,A,fooof,frontal,1.29922194,1.62022782
l25,A,fooof,central,1.28310647,1.44949113
l25,A,fooof,parietal,1.24800502,1.37751021
l25,A,fooof,occipital,1.24324078,1.42631157
l25,B,lmer,frontal,3.386609282,-1.624482761
l25,B,lmer,central,3.823087842,-1.642012067
l25,B,lmer,parietal,3.724830096,-1.595224375
l25,B,lmer,occipital,3.217640919,-1.462936349
l25,B,fooof,frontal,1.0596325,1.393473694
l25,B,fooof,central,1.292204204,1.492342588
l25,B,fooof,parietal,1.361798481,1.60970155
l25,B,fooof,occipital,1.180978746,1.514877953
l25,C,lmer,frontal,3.065500174,-1.354148524
l25,C,lmer,central,3.299919107,-1.377286807
l25,C,lmer,parietal,3.074207263,-1.189681304
l25,C,lmer,occipital,2.63873455,-1.035678618
l25,C,fooof,frontal,1.1252,1.3129
l25,C,fooof,central,1.17638836,1.30370245
l25,C,fooof,parietal,1.05255419,1.12649773
l25,C,fooof,occipital,0.89019529,1.00843555
l26,A,lmer,frontal,2.943101564,-1.530066799
l26,A,lmer,central,3.391504488,-1.548162888
l26,A,lmer,parietal,3.237443345,-1.495109841
l26,A,lmer,occipital,2.866352241,-1.32000777
l26,A,fooof,frontal,1.17436096,1.48715618
l26,A,fooof,central,1.38009246,1.51756675
l26,A,fooof,parietal,1.30890989,1.45978161
l26,A,fooof,occipital,1.2814128,1.48653516
l26,B,lmer,frontal,3.764643804,-1.681919667
l26,B,lmer,central,4.099748079,-1.730465644
l26,B,lmer,parietal,3.878618633,-1.663742653
l26,B,lmer,occipital,3.339464822,-1.412402276
l26,B,fooof,frontal,1.405072852,1.629406849
l26,B,fooof,central,1.469349082,1.64036885
l26,B,fooof,parietal,1.401917722,1.577174615
l26,B,fooof,occipital,1.275042569,1.428660046
l26,C,lmer,frontal,2.646891532,-1.399663429
l26,C,lmer,central,3.278106014,-1.503594269
l26,C,lmer,parietal,3.130004532,-1.439635312
l26,C,lmer,occipital,2.749302689,-1.228695551
l26,C,fooof,frontal,0.9908,1.3364
l26,C,fooof,central,1.17105398,1.37746179
l26,C,fooof,parietal,1.27361174,1.50037955
l26,C,fooof,occipital,1.21066693,1.4288082
l27,A,lmer,frontal,1.356303228,-0.964509322
l27,A,lmer,central,2.292734757,-1.134612069
l27,A,lmer,parietal,2.407930031,-1.182847055
l27,A,lmer,occipital,2.813078075,-1.379690353
l27,A,fooof,frontal,0.55337264,0.93460679
l27,A,fooof,central,0.96927981,1.15432447
l27,A,fooof,parietal,0.90401515,1.09153531
l27,A,fooof,occipital,1.16475578,1.3725634
l27,B,lmer,frontal,2.177004879,-1.302153281
l27,B,lmer,central,3.326476789,-1.539117453
l27,B,lmer,parietal,3.091445681,-1.456428412
l27,B,lmer,occipital,2.678956516,-1.32988375
l27,B,fooof,frontal,0.86690571,1.394007859
l27,B,fooof,central,1.3703606,1.666754719
l27,B,fooof,parietal,1.284871254,1.615075166
l27,B,fooof,occipital,1.10419107,1.496950261
l27,C,lmer,frontal,1.254473868,-0.855953741
l27,C,lmer,central,2.462540733,-1.150255664
l27,C,lmer,parietal,2.656563408,-1.222532177
l27,C,lmer,occipital,2.773340724,-1.307737441
l27,C,fooof,frontal,0.5031,0.8195
l27,C,fooof,central,0.92855393,1.05081586
l27,C,fooof,parietal,0.97988412,1.12010392
l27,C,fooof,occipital,1.09605025,1.28136436
l28,A,lmer,frontal,2.801661024,-1.487688341
l28,A,lmer,central,3.831740562,-1.70834479
l28,A,lmer,parietal,4.23513357,-1.779143712
l28,A,lmer,occipital,4.597407697,-1.857835163
l28,A,fooof,frontal,1.06479491,1.41032273
l28,A,fooof,central,1.47032392,1.60933122
l28,A,fooof,parietal,1.55597446,1.65351246
l28,A,fooof,occipital,1.83254302,1.89208708
l28,B,lmer,frontal,2.191552241,-1.318177564
l28,B,lmer,central,3.900152388,-1.813605268
l28,B,lmer,parietal,3.881690571,-1.784830468
l28,B,lmer,occipital,3.494980497,-1.570071444
l28,B,fooof,frontal,0.740305787,1.234769572
l28,B,fooof,central,1.322116066,1.650940995
l28,B,fooof,parietal,1.34431834,1.654070888
l28,B,fooof,occipital,1.25195993,1.501768625
l28,C,lmer,frontal,1.832912365,-1.075140229
l28,C,lmer,central,3.046575109,-1.409175597
l28,C,lmer,parietal,3.758032334,-1.615707528
l28,C,lmer,occipital,4.202491355,-1.730176282
l28,C,fooof,frontal,0.6785,1.0037
l28,C,fooof,central,1.09769264,1.28094084
l28,C,fooof,parietal,1.36102342,1.49217682
l28,C,fooof,occipital,1.63093303,1.7000676
l29,A,lmer,frontal,2.63474998,-1.610208449
l29,A,lmer,central,3.303517662,-1.635361537
l29,A,lmer,parietal,3.310626725,-1.609880622
l29,A,lmer,occipital,3.322731988,-1.495002168
l29,A,fooof,frontal,0.90751438,1.50498071
l29,A,fooof,central,1.15533038,1.51316861
l29,A,fooof,parietal,1.1663916,1.49676666
l29,A,fooof,occipital,1.21174644,1.40307189
l29,B,lmer,frontal,2.6949493,-1.381700969
l29,B,lmer,central,2.992127453,-1.40379983
l29,B,lmer,parietal,3.098066578,-1.453937181
l29,B,lmer,occipital,2.884807563,-1.315726713
l29,B,fooof,frontal,0.69603719,1.013564489
l29,B,fooof,central,0.825354337,1.061728839
l29,B,fooof,parietal,0.976793344,1.203263547
l29,B,fooof,occipital,1.041277208,1.263692505
l29,C,lmer,frontal,2.439307843,-1.45418447
l29,C,lmer,central,2.892654487,-1.484334536
l29,C,lmer,parietal,3.150695702,-1.56163427
l29,C,lmer,occipital,3.264873281,-1.512757821
l29,C,fooof,frontal,0.8272,1.3542
l29,C,fooof,central,0.95466397,1.33715662
l29,C,fooof,parietal,1.12269799,1.44966792
l29,C,fooof,occipital,1.27142948,1.45472839
l30,A,lmer,frontal,3.697465019,-1.637821616
l30,A,lmer,central,3.547697774,-1.395017644
l30,A,lmer,parietal,3.476795937,-1.269352733
l30,A,lmer,occipital,3.254071628,-1.192587608
l30,A,fooof,frontal,1.46132836,1.59375144
l30,A,fooof,central,1.31435992,1.29311125
l30,A,fooof,parietal,1.28760525,1.25713242
l30,A,fooof,occipital,1.16962585,1.14724501
l30,B,lmer,frontal,3.952520187,-1.837876188
l30,B,lmer,central,4.092224195,-1.77481731
l30,B,lmer,parietal,3.774008138,-1.708202784
l30,B,lmer,occipital,3.186050371,-1.425705431
l30,B,fooof,frontal,1.511188366,1.754781168
l30,B,fooof,central,1.53395985,1.662591636
l30,B,fooof,parietal,1.381979321,1.560806803
l30,B,fooof,occipital,1.157059622,1.294515584
l30,C,lmer,frontal,3.598831689,-1.387204551
l30,C,lmer,central,3.282781454,-1.460015997
l30,C,lmer,parietal,3.635620019,-1.503341916
l30,C,lmer,occipital,3.350634683,-1.392765747
l30,C,fooof,frontal,1.5672,1.395
l30,C,fooof,central,1.24278598,1.37522501
l30,C,fooof,parietal,1.28020166,1.37945667
l30,C,fooof,occipital,1.20985811,1.30357634
