Subject,Block,Condition,Group,Fr_Slope,Fr_Offset,Fr_R2,Cn_Slope,Cn_Offset,Cn_R2,Pr_Slope,Pr_Offset,Pr_R2,Occ_Slope,Occ_Offset,Occ_R2
1,1,practice,self,0.38707438,0.337684233,0.411012458,1.216490087,1.207943685,0.974885298,1.345287857,1.326205151,0.989436432,1.33987204,1.31155331,0.993177187
1,2,practice,self,0.359503193,0.318469511,0.343935281,1.276662947,1.264584927,0.9865367,1.49097935,1.459511762,0.993186478,1.522253174,1.466261408,0.99526645
1,3,practice,self,0.18052955,0.051156342,0.651172779,1.232657134,1.180474975,0.978837368,1.4248655,1.329611574,0.987006366,1.539757875,1.401233093,0.991510988
1,4,practice,self,0.617213948,0.511387241,0.656029015,1.450873843,1.415020689,0.992166239,1.576365777,1.509892394,0.995122163,1.567220824,1.458851732,0.991828351
1,5,practice,self,0.373541677,0.19658372,0.840204836,1.269156969,1.255113875,0.979115009,1.524526438,1.464521695,0.98891677,1.532600805,1.437764863,0.994443445
1,6,practice,self,0.709644696,0.56993583,0.723402154,1.429271248,1.400688443,0.992155421,1.658887291,1.581927135,0.994373725,1.662357082,1.539648973,0.994745791
1,7,practice,self,0.480062092,0.350434978,0.871453785,1.294717019,1.290933201,0.981876208,1.363407307,1.318624265,0.977766205,1.379367081,1.322416629,0.978517778
1,8,practice,self,0.74829924,0.622108675,0.807176481,1.412705074,1.397430816,0.991266997,1.553936292,1.484862137,0.994676999,1.566316717,1.478026543,0.988100861
1,9,practice,self,0.818000557,0.713511615,0.852177182,1.468849175,1.455785954,0.994354492,1.592365071,1.527033226,0.967252632,1.5557071,1.442364797,0.961185668
1,10,practice,self,0.828893306,0.6937629,0.832042603,1.52591322,1.453844233,0.995287072,1.75393958,1.643133754,0.991426042,1.782753677,1.621693018,0.993538013
1,11,practice,self,0.723763453,0.611507834,0.790189581,1.436717473,1.402853677,0.991936969,1.549179146,1.468967752,0.994155867,1.528675013,1.417962827,0.9937477
1,12,practice,self,0.652126506,0.506957684,0.943751237,1.440231467,1.487895292,0.985006391,1.533790282,1.548701451,0.993181068,1.436249575,1.410282617,0.991023819
1,13,practice,self,0.997827303,0.821143202,0.909648781,1.432294839,1.42636437,0.990169963,1.548640635,1.524952936,0.993829187,1.547974933,1.494029076,0.996470188
1,14,practice,self,0.657065441,0.506608942,0.863451482,1.541725797,1.551849952,0.992651762,1.600211361,1.586958437,0.99371168,1.505858458,1.465409897,0.978128489
1,15,practice,self,0.914703153,0.814080612,0.856442839,1.522203955,1.538760396,0.995881755,1.572586261,1.539110094,0.996188519,1.527355631,1.447960994,0.993206583
1,16,practice,self,1.065326064,0.932982749,0.972994945,1.566110722,1.581538901,0.995111582,1.665602261,1.686750498,0.982135286,1.661828859,1.623907108,0.993786932
1,17,practice,self,0.858847079,0.710600963,0.844494993,1.469288922,1.447669002,0.98996269,1.710492096,1.636097695,0.994837237,1.702307723,1.604403615,0.995929923
1,18,practice,self,0.802533757,0.680862481,0.835339492,1.478740852,1.474505239,0.996244903,1.577178287,1.536746605,0.981566336,1.629770423,1.541464615,0.996494909
1,19,practice,self,0.729671401,0.657380003,0.767191369,1.458961381,1.46360315,0.989940156,1.67029294,1.655223517,0.995869109,1.649741163,1.581423947,0.995671459
1,20,practice,self,0.799254844,0.706463696,0.787938733,1.488194672,1.501051318,0.98692554,1.586951031,1.53072717,0.986747763,1.545990506,1.45857369,0.990540217
1,NA,post,self,0.433787235,0.258930911,0.515890233,1.485017547,1.296457876,0.995209612,1.577695005,1.385189933,0.986760661,1.476237546,1.268233504,0.985814254
1,NA,pre,self,0.717740185,0.433146525,0.82580832,1.493328558,1.271024145,0.989968982,1.665055681,1.437683938,0.984348878,1.612715393,1.390990094,0.992307765
2,1,practice,self,0.630109753,0.624486931,0.669524511,1.174653223,1.162057131,0.981198075,1.176917297,1.184123098,0.98215843,1.089448371,1.147431601,0.963177977
2,2,practice,self,0.481274705,0.501785268,0.420459415,1.12762724,1.090717481,0.97374091,1.181604177,1.139327346,0.975662008,1.1555331,1.148332885,0.972680379
2,3,practice,self,0.326579116,0.406700448,0.31204451,1.193125968,1.230714976,0.9820059,1.222283462,1.243179538,0.985503311,1.071696036,1.127532639,0.965947293
2,4,practice,self,0.543275284,0.562217097,0.521693832,1.191882905,1.211326223,0.985016633,1.28257291,1.30279291,0.987877858,1.076978088,1.152836685,0.964973937
2,5,practice,self,0.767822274,0.730227554,0.841592938,1.193310055,1.186412622,0.990128054,1.209793962,1.206544325,0.979592358,1.08576112,1.103969225,0.973827712
2,6,practice,self,0.50606616,0.553046587,0.495645273,1.208223523,1.215728971,0.976894424,1.221164099,1.214905921,0.985128925,1.104312833,1.15107192,0.982456512
2,7,practice,self,0.508954587,0.538677804,0.513589945,1.195914368,1.224257163,0.970762367,1.153515766,1.181965623,0.966092683,1.070604356,1.132711745,0.961998293
2,8,practice,self,0.530528539,0.605260097,0.525951688,1.168776741,1.216701281,0.960192689,1.292831546,1.301586092,0.961167626,1.196163799,1.209508544,0.96332037
2,9,practice,self,0.477290529,0.542485869,0.434910245,1.333568078,1.359629573,0.992235875,1.238398947,1.272109194,0.989868795,1.112662433,1.151588956,0.98209545
2,10,practice,self,0.394096537,0.444418659,0.437989379,1.208780037,1.260415452,0.992952349,1.329255565,1.339715489,0.990849572,1.162951274,1.168587555,0.981408534
2,11,practice,self,0.372035932,0.397278816,0.234399878,1.159631336,1.161136369,0.990018243,1.241656744,1.238720903,0.987725433,1.190327872,1.190374632,0.977665244
2,12,practice,self,0.267678268,0.303678717,0.230740737,1.087584574,1.106245293,0.99679341,1.252765801,1.244783894,0.986646861,1.195658102,1.222374643,0.97920405
2,13,practice,self,0.460784847,0.498261229,0.423714403,1.487978833,1.514936845,0.987077169,1.217583895,1.234050122,0.991475448,1.094441321,1.139955192,0.985437632
2,14,practice,self,0.270430481,0.302508539,0.1746198,1.308126,1.394403068,0.979700077,1.211163362,1.17012974,0.99260458,1.190402148,1.152219632,0.985958515
2,15,practice,self,0.402488859,0.434680543,0.302730488,1.551746153,1.65218564,0.996861778,1.267086884,1.267748062,0.991411707,1.172987805,1.181767721,0.986282888
2,16,practice,self,0.341277681,0.37521263,0.307270925,1.780820375,2.05571466,0.969213843,1.250163093,1.267743302,0.979389493,1.165970875,1.190381428,0.979689975
2,17,practice,self,0.381992496,0.418064423,0.289708995,1.847188765,2.109630541,0.991684477,1.170612144,1.172377314,0.960045966,1.154507405,1.165133395,0.978091329
2,18,practice,self,0.333218703,0.342428145,0.288425904,2.304286096,2.691900645,0.989991296,1.276594822,1.246528017,0.978341658,1.21172644,1.199388382,0.973654531
2,19,practice,self,0.288990179,0.326350371,0.195956612,2.013725154,2.348103517,0.986065475,1.22153943,1.223100348,0.977150384,1.281519962,1.253142871,0.980950704
2,20,practice,self,0.486489884,0.447351507,0.773439219,1.890919719,2.381303596,0.972373284,1.393301454,1.418927404,0.990532201,1.202346697,1.224766117,0.984295663
2,NA,post,self,0.316750963,0.262888553,0.856075593,0.525732739,0.708878358,0.958064126,0.756532046,0.889076045,0.783169896,1.130113871,1.175771647,0.954037675
2,NA,pre,self,0.46046144,0.286332402,0.63131129,1.075035539,1.045780716,0.961785119,0.859384896,0.921200782,0.836199129,1.06080857,1.06805789,0.875887751
3,1,practice,self,1.071235438,0.921379392,0.951330333,1.506062481,1.713394322,0.979029818,1.612701448,1.735679449,0.996183805,1.529711511,1.578680091,0.989736741
3,2,practice,self,1.301922236,1.14023844,0.981398859,1.697101001,1.847225942,0.992347587,1.762661547,1.838875196,0.992693017,1.589377512,1.593248657,0.991387722
3,3,practice,self,1.324716983,1.153818703,0.988122809,1.609906906,1.783550857,0.992455235,1.711911664,1.792678114,0.988984706,1.626206609,1.674717286,0.989729953
3,4,practice,self,1.330805861,1.170714235,0.996766003,1.653683397,1.819647608,0.991312127,1.793258217,1.858703237,0.996649636,1.700682895,1.731098281,0.984851403
3,5,practice,self,1.322100996,1.128394434,0.984312839,1.600770571,1.745588802,0.992401858,1.746626174,1.801381095,0.994927908,1.63296017,1.620206382,0.989232113
3,6,practice,self,1.280815427,1.091714304,0.998349101,1.619060193,1.745618024,0.997709466,1.759518808,1.828011018,0.996236315,1.663884817,1.689018804,0.996702969
3,7,practice,self,1.205291093,0.977018516,0.978123663,1.646343235,1.759346407,0.995625921,1.826584037,1.846099693,0.996425822,1.785965136,1.780523226,0.996809874
3,8,practice,self,1.44197531,1.249043823,0.996345386,1.645704673,1.789619148,0.99631528,1.813182218,1.874334346,0.996908111,1.719480533,1.73254202,0.995605659
3,9,practice,self,1.215243594,1.060758405,0.990990006,1.552918478,1.718222474,0.996101154,1.657181566,1.711139813,0.995380165,1.621861259,1.625629061,0.99382841
3,10,practice,self,1.400869585,1.214360093,0.986799468,1.614581861,1.779824438,0.99371006,1.831717716,1.895540443,0.995964693,1.759786894,1.760009525,0.994872161
3,11,practice,self,1.309816599,1.102683721,0.992517656,1.691773895,1.811905909,0.997632984,1.804087272,1.855733078,0.99358527,1.691678307,1.698727234,0.981264516
3,12,practice,self,1.296396476,1.123839642,0.994024807,1.629379543,1.810203023,0.993533871,1.803002065,1.85661558,0.996380658,1.737494107,1.762891289,0.994303395
3,13,practice,self,1.399261622,1.222293419,0.990561106,1.614252066,1.781020356,0.982625483,1.738421787,1.824478554,0.994910733,1.669059014,1.696381689,0.993831827
3,14,practice,self,1.303759419,1.079165672,0.993605976,1.588106838,1.705722174,0.990825168,1.664757409,1.681623892,0.997086421,1.578727429,1.576253354,0.99375173
3,15,practice,self,1.516913428,1.276535112,0.996826249,1.785252682,1.871332714,0.995231571,1.880293509,1.890910711,0.993943803,1.734287447,1.720939987,0.984552491
3,16,practice,self,1.463592808,1.247054357,0.993079745,1.710728719,1.836863076,0.993173057,1.757453535,1.779594348,0.992140476,1.699914658,1.712410742,0.987958058
3,17,practice,self,1.319142603,1.091873916,0.993424446,1.609998222,1.732143846,0.984539777,1.724387087,1.749000006,0.988399955,1.640071626,1.635999427,0.984391576
3,18,practice,self,1.405266505,1.192504744,0.995733818,1.775000173,1.889811265,0.992697517,1.837358624,1.863553655,0.98923672,1.752031906,1.736869301,0.993688866
3,19,practice,self,1.436357779,1.24694405,0.996235842,1.840003616,2.007945221,0.998379865,1.961904018,2.02763473,0.993624585,1.895464765,1.932224896,0.989227987
3,20,practice,self,1.351324418,1.10747859,0.995965713,1.698355641,1.77685043,0.998526026,1.860026178,1.855172374,0.99415023,1.769505645,1.762500997,0.994508329
3,NA,post,self,1.254933292,1.22868155,0.982041772,1.783623064,1.890359051,0.994976536,1.848401824,1.902286884,0.990912639,1.853999428,1.92181473,0.988388721
3,NA,pre,self,1.365997843,1.093377062,0.991767051,1.659521154,1.736964726,0.992040077,1.790146293,1.886316351,0.996124564,1.68177786,1.752177919,0.986840047
4,1,practice,self,0.76501872,0.554719938,0.702042926,1.205577756,1.324669165,0.868292726,1.130854352,1.147011439,0.939463161,0.724639175,0.886082976,0.882156322
4,2,practice,self,0.963694076,0.628519848,0.880626,1.326223772,1.295790616,0.978049404,1.423223263,1.366719672,0.99244731,1.124047552,1.095042183,0.971480283
4,3,practice,self,0.98401405,0.633916932,0.911078408,1.293061313,1.203026548,0.979087024,1.424047396,1.302345963,0.992880653,1.168256581,1.093373547,0.985318824
4,4,practice,self,1.018948354,0.618297278,0.908082746,1.418102865,1.322085892,0.983366525,1.526971947,1.426736443,0.994816282,1.148464804,1.113556055,0.979016711
4,5,practice,self,1.077655851,0.688271658,0.936095344,1.388802851,1.284102515,0.983607916,1.483753945,1.354790266,0.99616297,1.150844474,1.05486109,0.991059436
4,6,practice,self,0.999282807,0.579770929,0.909733438,1.359096043,1.238708492,0.966001351,1.514249354,1.382085382,0.992980227,1.347448426,1.209951208,0.986012661
4,7,practice,self,1.098504588,0.694721776,0.947253555,1.504862286,1.381513419,0.994155329,1.467863805,1.34843812,0.995968415,1.189907005,1.118283614,0.989006679
4,8,practice,self,1.248795146,0.812068966,0.972903501,1.57801422,1.429330327,0.989393759,1.66125434,1.46158672,0.995676925,1.497696409,1.313602775,0.996041224
4,9,practice,self,0.870684324,0.368021557,0.924333296,1.345705617,1.121769996,0.994868077,1.403981277,1.159085713,0.993883477,1.228561788,0.989919673,0.990070856
4,10,practice,self,1.198750014,0.783190654,0.961936238,1.537175574,1.391588403,0.990904781,1.638090229,1.503007541,0.996223287,1.261568314,1.137489074,0.987195915
4,11,practice,self,1.373445123,0.894935561,0.983246693,1.630649658,1.47179825,0.991820505,1.639383756,1.464830331,0.994995418,1.306906022,1.198634466,0.995146763
4,12,practice,self,1.202792453,0.746331712,0.970112147,1.474536598,1.322517832,0.990103468,1.50697077,1.329822362,0.995080899,1.225693323,1.080189644,0.991901914
4,13,practice,self,1.181538097,0.708099895,0.936591962,1.63766718,1.452402869,0.996248967,1.607200451,1.440625105,0.996241872,1.254022047,1.159804061,0.977355772
4,14,practice,self,1.409602426,0.937586178,0.99369177,1.643721696,1.465930281,0.982399927,1.652744716,1.457538165,0.993408371,1.322451555,1.162576003,0.988646562
4,15,practice,self,1.278495656,0.893747564,0.956624236,1.49052581,1.351018619,0.982956088,1.556701684,1.403389162,0.993871052,1.27967667,1.158834945,0.984228429
4,16,practice,self,1.115469711,0.665222377,0.943250232,1.437618933,1.330453478,0.978679907,1.551017403,1.45427952,0.991736642,1.203403705,1.170372754,0.958946317
4,17,practice,self,1.231392568,0.773919112,0.975104255,1.583998139,1.485335194,0.991549549,1.63880811,1.495672834,0.992893649,1.40264558,1.287261458,0.987193946
4,18,practice,self,1.285537316,0.862806507,0.990435333,1.329772163,1.260467905,0.958928533,1.484230943,1.356535399,0.989050784,1.260820221,1.210849608,0.994940246
4,19,practice,self,0.997147919,0.582786889,0.918956173,1.414924579,1.321059973,0.989674508,1.574911717,1.440781024,0.998017001,1.379315954,1.265388474,0.987039951
4,20,practice,self,0.991692944,0.573100049,0.950958969,1.297395444,1.109026358,0.986777168,1.475149871,1.282489125,0.989173899,1.346446737,1.19755969,0.989671977
4,NA,post,self,1.124890727,1.224992996,0.971846819,0.96872193,0.923268729,0.983239892,0.987728286,0.811380289,0.983015394,0.765714812,0.575409868,0.915667178
4,NA,pre,self,1.4778978,1.150357871,0.981910673,1.268462054,1.162245696,0.960674374,1.247100016,1.147834822,0.979164922,0.948986488,0.943320729,0.959134842
5,1,practice,self,0.78928703,0.584053752,0.861795794,1.071268667,1.114408601,0.964080678,1.026875756,1.080942041,0.96678136,0.805060673,0.870793305,0.91429869
5,2,practice,self,0.916743626,0.707340452,0.881348756,1.165212992,1.152534917,0.991591807,1.196135243,1.232452912,0.984378285,1.062291119,1.066870167,0.978504851
5,3,practice,self,0.993418894,0.704852592,0.912613056,1.271667801,1.242076716,0.976871971,1.254398643,1.236610037,0.980929878,1.036560737,1.04339401,0.948873484
5,4,practice,self,0.815290757,0.550384288,0.946521288,1.439549513,1.408004237,0.996728494,1.392616604,1.367687915,0.997784715,1.03449111,1.004362385,0.963425724
5,5,practice,self,1.103408573,0.832859981,0.915942465,1.273198068,1.23688853,0.98708577,1.263587771,1.232088492,0.991045308,1.009254265,1.014722914,0.985511679
5,6,practice,self,0.97996244,0.723473431,0.908026228,1.293918658,1.247778572,0.981991665,1.300141479,1.242607801,0.989697764,1.046277085,1.007335333,0.98726928
5,7,practice,self,0.990012598,0.822589734,0.867955792,1.346441419,1.332325568,0.972749077,1.354224258,1.317904114,0.994036401,0.99277803,0.968132196,0.961685296
5,8,practice,self,0.955317892,0.800224547,0.866580577,1.334555891,1.347436392,0.987093059,1.180916961,1.213246026,0.984727102,0.976756941,0.976297791,0.972808551
5,9,practice,self,0.959256407,0.791925319,0.848723081,1.212501022,1.258320289,0.949622778,1.088124152,1.162278295,0.930954797,0.923025285,0.971970158,0.920118078
5,10,practice,self,0.920849174,0.785845634,0.767286257,1.118424031,1.100614847,0.976694368,0.849228122,0.951574063,0.829571272,0.859861974,0.902631102,0.896590746
5,11,practice,self,0.805104793,0.582777115,0.823880478,1.096439671,1.095461126,0.972266421,1.088041823,1.068021386,0.983451159,0.94938132,0.901215739,0.96325811
5,12,practice,self,0.695478653,0.529945335,0.681699285,1.221298549,1.180508531,0.987907704,1.305774471,1.270626045,0.97562074,1.19420185,1.127740903,0.977776766
5,13,practice,self,0.671894997,0.548180358,0.624301196,1.273007971,1.230366234,0.982729615,1.369356516,1.309739629,0.965847686,1.282819883,1.197638404,0.987111347
5,14,practice,self,0.93713799,0.776687824,0.826165282,1.311657188,1.259537957,0.982711104,1.349286395,1.285357717,0.993834582,1.231494104,1.158342955,0.989028149
5,15,practice,self,0.933127965,0.812672955,0.817410938,1.335096869,1.324589633,0.986020365,1.444923243,1.400489169,0.990029547,1.201876066,1.17498726,0.982072908
5,16,practice,self,0.699765091,0.603904402,0.663624216,1.08800674,1.093043519,0.949078063,1.336682083,1.289729575,0.988119994,1.212532884,1.145401827,0.98609273
5,17,practice,self,0.755360614,0.672248326,0.757641666,1.398237604,1.39874334,0.983566452,1.375450706,1.362560737,0.981926096,1.084661272,1.020798343,0.981420416
5,18,practice,self,1.080157343,1.006576665,0.876285979,1.294002026,1.263338519,0.990961088,1.389995471,1.375636648,0.979895569,1.284798327,1.224685073,0.976040846
5,19,practice,self,0.940917279,0.791803453,0.652508442,1.353843709,1.384980808,0.958808665,1.307605421,1.32516809,0.963697681,1.211130267,1.149208991,0.975373489
5,20,practice,self,0.699780719,0.609598004,0.611574484,1.35844621,1.32959087,0.978108375,1.427141253,1.402221792,0.985678503,1.249028444,1.213958753,0.960129105
5,NA,post,self,0.660111339,0.552772945,0.741236828,1.035150627,1.030855988,0.971542795,1.039048434,1.063926212,0.944199618,1.070087384,1.083937663,0.888342178
5,NA,pre,self,0.784020584,0.47923849,0.842296639,1.163064589,1.071607828,0.985187466,1.165364523,1.090505685,0.976395243,1.052299614,0.98824956,0.89866297
6,1,practice,self,0.762679312,0.729043896,0.938752381,1.159146869,1.173782362,0.994667947,1.361503211,1.273818884,0.994179288,1.425696807,1.341244054,0.991210505
6,2,practice,self,0.819341281,0.645939068,0.932258993,1.46716564,1.324562495,0.980579298,1.622178762,1.437453496,0.995768722,1.552118186,1.434886289,0.996740099
6,3,practice,self,1.073627343,0.923782248,0.979843221,1.539987967,1.376419918,0.994265007,1.613542954,1.418613824,0.993995208,1.570419136,1.441944851,0.983560934
6,4,practice,self,1.112861365,0.953811822,0.993110642,1.599107295,1.459033273,0.986249792,1.759948887,1.574660667,0.996177972,1.599511462,1.492091676,0.990075596
6,5,practice,self,1.293683146,1.087535234,0.991334415,1.701405686,1.512469564,0.995698027,1.7147041,1.515967498,0.996364119,1.623633821,1.474849237,0.992805358
6,6,practice,self,1.229094081,1.019675204,0.984978449,1.64701224,1.515407726,0.993337089,1.529538373,1.402063379,0.978368862,1.505446593,1.422353667,0.9824499
6,7,practice,self,1.255766222,1.086237826,0.992593794,1.613745576,1.397594147,0.995663565,1.686122852,1.415228413,0.996584576,1.661503646,1.483792668,0.995846332
6,8,practice,self,0.972423451,0.844908865,0.933648191,1.469990336,1.317391946,0.986935194,1.672214417,1.480397862,0.994933936,1.631582088,1.517621496,0.995421529
6,9,practice,self,0.920850903,0.837595562,0.94884027,1.409467363,1.276391381,0.984660698,1.583790312,1.412497136,0.982460463,1.591202098,1.495211742,0.995737769
6,10,practice,self,1.324469296,1.209113722,0.980440888,1.66400516,1.561350072,0.984111773,1.735430678,1.62922963,0.996660196,1.634882848,1.589680979,0.996481249
6,11,practice,self,1.275832212,1.13731299,0.994709771,1.605399281,1.486841653,0.992537075,1.627006863,1.49287376,0.990432157,1.576999812,1.466442787,0.993279287
6,12,practice,self,1.362057694,1.147362611,0.988526769,1.672550546,1.492131287,0.995381929,1.743663361,1.548509993,0.992338914,1.679934819,1.535518188,0.992835117
6,13,practice,self,1.293068537,1.167306246,0.984109345,1.461116629,1.301988523,0.978526356,1.610889154,1.40653374,0.994970998,1.517778096,1.387469819,0.993003996
6,14,practice,self,1.329534313,1.210864646,0.99009376,1.549634462,1.349112022,0.994175179,1.638517836,1.412846832,0.991941298,1.658358041,1.518164866,0.992844339
6,15,practice,self,1.252157822,1.117801168,0.996553946,1.584931182,1.430870275,0.994125357,1.620786143,1.453949623,0.993196335,1.58830657,1.504595277,0.989902229
6,16,practice,self,1.349605132,1.218625831,0.995288183,1.568297976,1.408170637,0.993581404,1.63385318,1.447547403,0.991682471,1.565730415,1.448040446,0.993220478
6,17,practice,self,1.170280828,1.065437019,0.964030354,1.609267977,1.429195193,0.99125834,1.684049529,1.469883253,0.99209039,1.611577055,1.452791812,0.995030922
6,18,practice,self,1.361854704,1.234372214,0.991048275,1.584995831,1.444923704,0.994141158,1.577665433,1.452535372,0.9852389,1.641279345,1.585000001,0.996527361
6,19,practice,self,1.365028301,1.191715607,0.994543088,1.676007297,1.504681263,0.993672191,1.720635375,1.548777524,0.993478465,1.656281526,1.534054222,0.991390533
6,20,practice,self,1.208044972,1.009480392,0.982894147,1.466971415,1.276317903,0.990556639,1.52694461,1.328159349,0.996915588,1.550923966,1.411387065,0.989140757
6,NA,post,self,1.269005277,1.53058142,0.950321883,1.559597467,1.558408811,0.975337336,1.738889042,1.66427528,0.996977034,1.692352462,1.662482908,0.995457888
6,NA,pre,self,1.026853736,0.949312933,0.945466895,1.277865573,1.178919227,0.981888948,1.495700056,1.347982099,0.99414449,1.507025384,1.395601968,0.992997176
7,1,practice,self,0.265457131,0.493336108,0.361504894,1.154716441,1.380339199,0.975236507,1.330175952,1.480394706,0.993941235,1.314679969,1.443805827,0.988500979
7,2,practice,self,0.536392238,0.686437029,0.656858463,1.146599006,1.340915633,0.977545677,1.216735967,1.348870695,0.982602221,1.190991555,1.278382624,0.958967538
7,3,practice,self,0.438320606,0.64252251,0.511861884,1.209386081,1.451692823,0.96380527,1.291613531,1.439058166,0.994805317,1.233894363,1.36881608,0.987015621
7,4,practice,self,0.563585314,0.745899447,0.648709287,1.224480993,1.423006692,0.965792888,1.347346208,1.503317547,0.986412083,1.339812326,1.468490719,0.986898228
7,5,practice,self,0.333144539,0.528562562,0.283348274,1.066788303,1.250641841,0.926341925,1.159251662,1.271449047,0.978034367,1.111383216,1.221218697,0.976377209
7,6,practice,self,0.257996332,0.479610454,0.184036957,1.201231392,1.387184221,0.977524861,1.226683478,1.35996465,0.974447049,1.215076581,1.360741863,0.965173866
7,7,practice,self,0.284099773,0.463184299,0.312832597,0.996752234,1.199907564,0.960434635,1.135792236,1.254373437,0.982078426,1.059646284,1.194353577,0.978233658
7,8,practice,self,0.211059276,0.456045884,0.12013004,1.051871709,1.313015136,0.897773775,1.135591779,1.287174388,0.965973304,1.045223437,1.164184923,0.960492232
7,9,practice,self,0.391272824,0.556775953,0.373945436,1.117165881,1.311978495,0.919029379,1.232727435,1.364518188,0.978156761,1.223878913,1.3325488,0.982724139
7,10,practice,self,0.553076909,0.673305682,0.644089897,1.220475931,1.393843174,0.977662586,1.282251116,1.402298099,0.987485153,1.237252659,1.333860322,0.988049966
7,11,practice,self,0.627800911,0.715698313,0.745537968,1.198744275,1.361323544,0.964790537,1.385420584,1.511700692,0.987140054,1.347424509,1.478326588,0.990704588
7,12,practice,self,0.690521597,0.776852728,0.831586145,1.275115951,1.408157446,0.991386911,1.349442358,1.463590359,0.992100886,1.296551827,1.383527697,0.984805311
7,13,practice,self,0.580808499,0.694967718,0.719469499,1.176789168,1.363079947,0.958251243,1.302749077,1.430392762,0.994945322,1.33751891,1.430916179,0.989800832
7,14,practice,self,0.55951298,0.622297497,0.661085836,1.033700411,1.209541776,0.973472392,1.146530413,1.248626463,0.988474174,1.196807523,1.278859821,0.985910665
7,15,practice,self,0.567079405,0.687405956,0.652481108,1.123247947,1.309977317,0.945021978,1.170031173,1.307470283,0.968606166,1.179484182,1.27467178,0.957458939
7,16,practice,self,0.463187345,0.612382919,0.541241611,1.256115431,1.441380122,0.984011072,1.318886539,1.458286612,0.99252737,1.211908669,1.326537633,0.988749023
7,17,practice,self,0.546727939,0.66384363,0.659531496,1.087790606,1.298983928,0.978902012,1.326754921,1.449575203,0.983304251,1.280575889,1.390845344,0.984093793
7,18,practice,self,0.428007295,0.620259723,0.443602007,1.174596119,1.420672157,0.961977768,1.303299915,1.476426857,0.970262079,1.290983445,1.397071683,0.979209573
7,19,practice,self,0.482412326,0.625669543,0.559218274,1.106327817,1.28819666,0.970167691,1.264792983,1.367343125,0.995929047,1.229847457,1.320529801,0.983675772
7,20,practice,self,0.210059428,0.433569304,0.12123579,1.144130749,1.332850782,0.966554131,1.314064954,1.428017738,0.965648336,1.240675878,1.381841945,0.962940554
7,NA,post,self,0.377043034,0.922368475,0.247320957,0.901154141,1.152537488,0.820486369,1.004152307,1.116234167,0.934784716,0.809142328,0.937843868,0.823001659
7,NA,pre,self,-0.0443014,0.162524548,0.836303546,0.837700816,1.12317619,0.949310616,0.919551493,1.186132282,0.972556698,0.862624316,1.241640813,0.915113424
8,1,practice,self,1.610079318,1.456342845,0.96569566,1.726825197,1.623233977,0.961657326,1.684568329,1.512874952,0.97633791,1.619311481,1.506596005,0.988244845
8,2,practice,self,1.471768651,1.293849471,0.976828939,1.781801919,1.679155835,0.970368613,1.674356811,1.49259792,0.982014732,1.557391343,1.404466282,0.995322627
8,3,practice,self,1.511866499,1.377129044,0.970430567,1.809953243,1.727223173,0.974064246,1.725032857,1.573393888,0.987843876,1.597286363,1.474125113,0.996791903
8,4,practice,self,1.483559046,1.300621752,0.970075376,1.883043704,1.759401297,0.995849948,1.796738203,1.609138364,0.996562323,1.63097888,1.491440785,0.986485235
8,5,practice,self,1.525249099,1.368854468,0.975368715,1.74489512,1.640958638,0.973433055,1.72352395,1.559091613,0.979909271,1.644704422,1.562496898,0.98691428
8,6,practice,self,1.480962916,1.285042886,0.976441926,1.683911922,1.534518091,0.978945075,1.668375956,1.450215541,0.996510819,1.600024562,1.455485177,0.996159586
8,7,practice,self,1.500850219,1.317686529,0.973698573,1.789173738,1.654001088,0.980648492,1.729781925,1.560983071,0.987863897,1.639645793,1.53883074,0.99612028
8,8,practice,self,1.56326479,1.403946569,0.978485322,1.894732174,1.744244342,0.99670107,1.808108726,1.61164921,0.991111327,1.612866926,1.457778322,0.993889328
8,9,practice,self,1.511058133,1.309831627,0.97702483,1.837439198,1.708122361,0.979064375,1.755744112,1.577719446,0.982764059,1.612027484,1.462939313,0.991351876
8,10,practice,self,1.551077206,1.348811511,0.977479877,1.840886059,1.6810011,0.988244591,1.754210864,1.575896565,0.986463694,1.608533981,1.466257188,0.998136131
8,11,practice,self,1.529830858,1.296098232,0.980727342,1.80133382,1.655614441,0.968590395,1.687206581,1.476202657,0.985159399,1.658518312,1.482156085,0.985424384
8,12,practice,self,1.49013954,1.343678648,0.963831207,1.985094205,1.916345998,0.987698112,1.758966029,1.614719066,0.985233888,1.627733407,1.511143917,0.991582728
8,13,practice,self,1.432715362,1.264153538,0.972303354,1.778169303,1.667073923,0.996375998,1.63472867,1.492751313,0.991467684,1.53050337,1.430419949,0.995396021
8,14,practice,self,1.55608892,1.372941968,0.95572033,1.873162131,1.783340484,0.96402225,1.75314713,1.572753685,0.993582343,1.654277436,1.56379834,0.987879874
8,15,practice,self,1.425744549,1.275021141,0.95311346,1.61881228,1.505425742,0.971465063,1.624117736,1.482134529,0.978359306,1.635414827,1.558368372,0.982276885
8,16,practice,self,1.493315961,1.351389118,0.963196542,1.794160653,1.787556546,0.969021364,1.660216875,1.580298814,0.980752312,1.562484694,1.492138422,0.994429147
8,17,practice,self,1.639773221,1.541759503,0.987210694,1.929204392,1.892820772,0.993488833,1.827482262,1.725738674,0.992737424,1.571403069,1.517173592,0.989399
