"","X.Intercept.","lgHz"
"l12:b07",3.1192246347316,-1.47573780560412
"l12:b08",3.02689675110842,-1.43368052095911
"l12:b09",3.32525415290522,-1.54818109803195
"l12:b10",3.13000412390805,-1.467817451373
"l12:b11",3.0882617840394,-1.46181889852624
"l12:b12",2.93541693038838,-1.39442578945434
"l12:b13",3.08877619843511,-1.46466100752743
"l12:b14",3.02995930176437,-1.42404242084924
"l12:b15",3.12498203386521,-1.4705606309324
"l12:b16",3.11354994044752,-1.49202786387187
"l12:b17",2.97792272490925,-1.42264683291261
"l12:b18",3.00882539358705,-1.46345673975327
"l12:b19",2.94480884921454,-1.37955717371686
"l12:b20",2.81476922529482,-1.36255647852959
"l12:posttest",2.25946790010583,-1.15768537441598
"l12:pretest",2.24098011465281,-1.15847774811742
"l13:b01",3.49060793123965,-1.41469593007385
"l13:b02",3.62796622893177,-1.47453885706035
"l13:b03",3.64160555064174,-1.5088374822436
"l13:b04",3.36478938151926,-1.40205427393857
"l13:b05",3.28192150745346,-1.32148529299135
"l13:b06",3.44085974401681,-1.4345099448569
"l13:b07",3.32449800235806,-1.40184175257901
"l13:b08",3.55620333792243,-1.49750487357447
"l13:b09",3.70262515735667,-1.54719594729551
"l13:b10",3.44329094759542,-1.42251028728676
"l13:b11",3.20790203740226,-1.32560418956353
"l13:b12",3.40755310215537,-1.3923162729338
"l13:b13",3.42940359067308,-1.4631796325853
"l13:b14",3.4963893655807,-1.56344401620829
"l13:b15",3.37672433129723,-1.42220464076018
"l13:b16",3.36044594270391,-1.4678590337898
"l13:b17",3.42552049897133,-1.42568412771556
"l13:b18",3.50831470103465,-1.48035844919007
"l13:b19",3.45559956461487,-1.43389667363367
"l13:b20",3.49373976947903,-1.49135426389302
"l13:posttest",2.56168104155426,-1.12134012306025
"l13:pretest",2.86751730119151,-1.2157672878917
"l14:b01",1.2966925981678,-0.394364551694523
"l14:b02",1.37069587470791,-0.46640538000934
"l14:b03",1.58689396973075,-0.528737202959491
"l14:b04",1.36985044325432,-0.416672381723713
"l14:b05",1.21422041746401,-0.34739403227215
"l14:b06",1.37712208242139,-0.478771492995059
"l14:b07",1.6217294367202,-0.586709836009944
"l14:b08",1.60429597536161,-0.5951750159311
"l14:b09",1.65060840776938,-0.659162737597132
"l14:b10",2.1759313826809,-0.937586218365832
"l14:b11",1.85016322266135,-0.735110192850172
"l14:b12",2.23445910722352,-0.933008042096749
"l14:b13",1.99240529940777,-0.836528581340458
"l14:b14",1.83935284327203,-0.756042591956423
"l14:b15",1.97260133224384,-0.829393569062563
"l14:b16",2.26244128998071,-0.949511038892145
"l14:b17",2.17072771989637,-0.922726705247393
"l14:b18",1.88982279958102,-0.753452661656693
"l14:b19",1.90538234046302,-0.792991382992018
"l14:b20",1.95478359620917,-0.795163408658307
"l14:posttest",2.51027135085647,-0.929863488348975
"l14:pretest",2.29097449544656,-0.970312023656695
"l15:b01",4.04496707392579,-1.73734045494602
"l15:b02",4.12319134593314,-1.79718379301491
