"","X.Intercept.","lgHz"
"a11:posttest",3.62222024125103,-1.58386046397684
"a11:pretest",3.55647157069368,-1.59604736278305
"a12:b01",3.80868007501093,-1.65743076608132
"a12:b02",3.74601413660517,-1.65973939664397
"a12:b03",3.65907946979243,-1.69650848966593
"a12:b04",3.65717711557065,-1.65361560643688
"a12:b05",3.58006087660649,-1.61168571592523
"a12:b06",3.70296422265998,-1.66352468853962
"a12:b07",3.63421014587864,-1.62091271516314
"a12:b08",3.64844155918463,-1.59813795821787
"a12:b09",3.48845356629548,-1.57533649411905
"a12:b10",3.70941275500357,-1.65754838592703
"a12:b11",3.53077427541505,-1.55657366645094
"a12:b12",3.87558701795356,-1.71322322670148
"a12:b13",3.60737200008883,-1.5936303683985
"a12:b14",3.90394824407633,-1.74047904112106
"a12:b15",3.74285748608804,-1.69155157204313
"a12:b16",3.66298125896663,-1.60674477668449
"a12:b17",3.93453510389686,-1.70184210865118
"a12:b18",3.85503199104571,-1.70241062287612
"a12:b19",3.66415336485123,-1.6296547456664
"a12:b20",3.81275320853261,-1.64560010764345
"a12:posttest",3.41179832715989,-1.47237102346501
"a12:pretest",3.58132196981318,-1.54427864633381
"a13:b01",2.87623631379696,-1.05894045087925
"a13:b02",3.08056087412177,-1.21666762178116
"a13:b03",3.1600976330743,-1.3175488445563
"a13:b04",3.29532054796104,-1.36137027327801
"a13:b05",3.43218547202737,-1.42066412770735
"a13:b06",3.42973326380912,-1.42041937259252
"a13:b07",3.51628089051225,-1.44903525138508
"a13:b08",3.21202486241813,-1.30909060569163
"a13:b09",3.37125847127631,-1.40528128585774
"a13:b10",3.40808895784434,-1.41623407353388
"a13:b11",3.37728711134776,-1.33842657404847
"a13:b12",3.18444478262065,-1.28128402674519
"a13:b13",3.21978351228258,-1.33158075985608
"a13:b14",3.24956215094025,-1.33005303879032
"a13:b15",3.85979968694543,-1.64864908005794
"a13:b16",3.4941911869371,-1.4597349697831
"a13:b17",3.21370956960136,-1.32313104119739
"a13:b18",3.35945755991363,-1.41219201000472
"a13:b19",3.16637977043075,-1.23883619250695
"a13:b20",3.99548154755985,-1.68466256327416
"a13:posttest",5.23643519129475,-1.99334725475168
"a13:pretest",4.28451846522593,-1.74761695146911
"a14:b01",2.91061018521479,-1.18973247382812
"a14:b02",3.06047314655867,-1.25192467968842
"a14:b03",3.22792344132267,-1.32633407478124
"a14:b04",3.26048387602632,-1.34741285640997
"a14:b05",3.35775625948561,-1.3881883510909
"a14:b06",3.16625159067147,-1.30945625819846
"a14:b07",3.16952638057172,-1.31427515772325
"a14:b08",3.40627950967276,-1.41913584339631
"a14:b09",3.18184425961487,-1.31578704110867
"a14:b10",3.54903185177018,-1.46565981831422
"a14:b11",3.43108463624172,-1.43485870716901
"a14:b12",3.63239411524506,-1.46977666952547
"a14:b13",3.09940943590249,-1.29582170963632
"a14:b14",3.31218020405697,-1.37774146310207
"a14:b15",3.38873203340008,-1.41939575445534
"a14:b16",3.39960130962957,-1.46078032275105
"a14:b17",3.54808633691681,-1.47861819582653
"a14:b18",3.53940157827228,-1.46569507966216
"a14:b19",3.3120536677789,-1.40290035533624
"a14:b20",3.37842824796776,-1.39554175245946
"a14:posttest",2.4965860373513,-0.900831136693655
"a14:pretest",2.37786092018623,-0.884224783811666
"a15:b01",3.07921452662401,-1.42905200091344
"a15:b02",3.20850605033809,-1.52165285275582
"a15:b03",3.2432127088053,-1.60968933705347
"a15:b04",3.28498606697429,-1.62918882999169
"a15:b05",3.39333273277894,-1.65039118917545
"a15:b06",3.10861170256208,-1.55031400257421
"a15:b07",3.14195647968599,-1.54403647731946
"a15:b08",3.27273672098529,-1.63400575623259
"a15:b09",3.31855456021686,-1.62244568827198
"a15:b10",3.26548944232854,-1.66456773211298
"a15:b11",3.25160746684446,-1.63828488534536
"a15:b12",3.37314368166837,-1.67732083581414
"a15:b13",3.13729582855583,-1.54408174170727
"a15:b14",3.28780330258532,-1.63420492242305
"a15:b15",3.14734610599559,-1.59325583977552
"a15:b16",3.30606046682873,-1.63584178642421
"a15:b17",3.56386249412842,-1.80601465024098
"a15:b18",3.30968315925166,-1.68934638894824
"a15:b19",3.46986739262309,-1.6941820417993
"a15:b20",3.30439990354556,-1.65377684625295
"a15:posttest",3.32192792329568,-1.43212598892309
"a15:pretest",3.83558001893723,-1.79912189904518
"a16:b01",3.5855407037712,-1.63904958773526
"a16:b02",3.72408941695008,-1.7307276061765
"a16:b03",3.79237002329363,-1.72276468687211
"a16:b04",3.48182087533864,-1.57192448945525
"a16:b05",3.76218356894436,-1.72690446812632
"a16:b06",3.83229792363703,-1.75040968378295
"a16:b07",3.93624124768416,-1.80968333792755
"a16:b08",3.78563958449008,-1.78166326603171
"a16:b09",3.86577032249449,-1.75302927556666
"a16:b10",4.03910167021593,-1.85280489250103
"a16:b11",3.95380132515987,-1.81459895536249
"a16:b12",3.95358040339419,-1.82323041602316
"a16:b13",3.93875895556052,-1.7904423338148
"a16:b14",4.00034522329424,-1.80235576221847
"a16:b15",3.89641579739239,-1.78884853671057
"a16:b16",4.03399969750271,-1.83480855206657
"a16:b17",3.97433362369141,-1.81165496037666
"a16:b18",3.82266566277811,-1.74761558256969
"a16:b19",3.80796165191333,-1.75976220625154
"a16:b20",4.27419683363797,-1.93611658188108
"a16:posttest",3.34372220377265,-1.54315695438134
"a16:pretest",3.16876532420086,-1.5208159963853
"a17:b01",3.78727758891376,-1.73511830393101
"a17:b02",3.70737773896477,-1.70075368546027
"a17:b03",3.62593789286074,-1.65214629085234
"a17:b04",3.5563531885037,-1.59873542674578
"a17:b05",3.65135998794675,-1.65285115209814
"a17:b06",3.65529014522217,-1.64900603274974
"a17:b07",3.84745849724843,-1.74784425488371
"a17:b08",3.64235832460079,-1.64663521659933
"a17:b09",3.61346246145852,-1.63743744080998
"a17:b10",3.84889159405309,-1.77065422692309
"a17:b11",3.86798103854839,-1.75364089859422
"a17:b12",3.76172485454794,-1.71110891582838
"a17:b13",3.79379527392739,-1.70184949202618
"a17:b14",3.72909869813669,-1.67543834588499
"a17:b15",3.83798812186167,-1.72654036290861
"a17:b16",3.9046388629413,-1.73407758976796
"a17:b17",4.01012598663567,-1.7574652889677
"a17:b18",3.84533901651756,-1.70650603621538
"a17:b19",3.80023589121979,-1.69102625765179
"a17:b20",3.82294928154759,-1.68979157159184
"a17:posttest",3.69833689241667,-1.74456074981053
"a17:pretest",3.46843754301523,-1.70576793402095
"a18:b01",3.87913325486162,-1.74222410829826
"a18:b02",4.16045177079278,-1.84740617552164
"a18:b03",4.2103085254301,-1.89116572705967
"a18:b04",4.0675138322162,-1.80225855564445
"a18:b05",4.26550360307706,-1.87968839086914
"a18:b06",4.17793687064529,-1.88614855501622
"a18:b07",4.2038260876511,-1.88365373679836
"a18:b08",3.94587160437154,-1.78684821792121
"a18:b09",4.3579610545934,-1.9707522547699
"a18:b10",3.93157753888003,-1.75913827430201
"a18:b11",4.20075635789782,-1.84884177139212
"a18:b12",4.20726210042378,-1.87569474341106
"a18:b13",4.1511094012316,-1.84000496641432
"a18:b14",4.010374189852,-1.78692782543752
"a18:b15",4.10881354152028,-1.85301590465434
"a18:b16",4.27621629292656,-1.90035389845109
"a18:b17",4.3392382797742,-1.91993929671389
"a18:b18",4.16581881213705,-1.85761757478703
"a18:b19",4.00969814289064,-1.80148699526959
"a18:b20",4.09640996497021,-1.81767099336042
"a18:posttest",4.95915120032249,-1.98360144220256
"a18:pretest",4.78437243031133,-2.02635406362482
"a19:b01",4.34033850552334,-1.9170344816199
"a19:b02",4.51245361846089,-1.99949266643764
"a19:b03",4.55862210578156,-2.02101476332585
"a19:b04",4.51247667647979,-1.99142891614163
"a19:b05",4.45652015528565,-2.00892269994828
"a19:b06",4.88547088188668,-2.14462588138849
"a19:b07",4.3722622351006,-1.95443411080926
"a19:b08",4.40123089418524,-1.99824682488092
"a19:b09",4.60537652887185,-2.04237296271581
"a19:b10",4.62607061401749,-2.06080383248921
"a19:b11",4.79571719444659,-2.08367649569273
"a19:b12",4.56066620626509,-2.02014813254895
"a19:b13",4.59252723128023,-2.02104708485815
"a19:b14",4.46197023648709,-1.96638884681489
"a19:b15",4.99281306613828,-2.13848198814109
"a19:b16",4.64020746510548,-2.02320535201947
"a19:b17",4.80400581200679,-2.09584458104515
"a19:b18",4.60440432019493,-2.03700003298932
"a19:b19",4.67301604666112,-2.03261858465127
"a19:b20",4.58250900239209,-2.06359897736173
"a19:posttest",4.40678753525626,-2.00069455895821
"a19:pretest",4.50293993541465,-2.0449275792359
"a20:b01",3.60668002232537,-1.59687457468491
"a20:b02",3.84304794409148,-1.70651065346628
"a20:b03",3.79863580106651,-1.63923264760973
"a20:b04",3.88939301477015,-1.72181951239142
"a20:b05",3.89569468094407,-1.69317285651572
"a20:b06",4.05196440985565,-1.7838119054183
"a20:b07",3.76126222602203,-1.68866555924753
"a20:b08",3.96878416400585,-1.74273925114521
"a20:b09",3.94658818150947,-1.78395777730482
"a20:b10",3.63625514325272,-1.71432366407689
"a20:b11",4.00674218287304,-1.75823396645674
"a20:b12",4.02672695227001,-1.76280129203382
"a20:b13",3.96876624679861,-1.77433015112129
"a20:b14",3.85979080206734,-1.73235931023083
"a20:b15",3.81639999988743,-1.68071911502615
"a20:b16",4.04136422367206,-1.77182170625771
"a20:b17",4.22125157030344,-1.84030642350802
"a20:b18",4.01735170636357,-1.74938054626997
"a20:b19",3.99745777925201,-1.75573560083329
"a20:b20",4.15201608810592,-1.82510445794665
"a20:posttest",4.26436350883681,-1.75731472321975
"a20:pretest",4.2451579735269,-1.78050013748413
"a21:b01",2.82518306526657,-1.39844323410076
"a21:b02",2.84734347821174,-1.37708645306106
"a21:b03",2.89809489412156,-1.37392212872787
"a21:b04",3.10321684029497,-1.4937898289607
"a21:b05",2.86598273787138,-1.42205511215996
"a21:b06",2.91086303419638,-1.45293744787054
