index,cluster,subID,time,block,frontal_intercept,frontal_slope,frontal_rsquared,central_intercept,central_slope,central_rsquared,parietal_intercept,parietal_slope,parietal_rsquared,occipital_intercept,occipital_slope,occipital_rsquared
278,a13_prac_b13,a13,prac,b13,2.934835236,-1.371841848,0.904763342,3.280494609,-1.356536702,0.875886407,3.142417331,-1.297761899,0.87834193,3.396675196,-1.39055484,0.946464099
279,a13_prac_b14,a13,prac,b14,2.924255493,-1.373614808,0.895682138,3.322834969,-1.365401144,0.884837901,3.175803381,-1.297192011,0.900507201,3.206204278,-1.306362583,0.968567474
280,a13_prac_b15,a13,prac,b15,3.362472212,-1.577007828,0.964442738,3.816430994,-1.632145848,0.85921941,3.911588746,-1.667679095,0.861970102,3.807165046,-1.565743748,0.919527848
281,a13_prac_b16,a13,prac,b16,2.750655223,-1.369830085,0.901303799,3.679184407,-1.536865294,0.915738215,3.471051281,-1.447856925,0.90704564,3.454857826,-1.435022558,0.955163048
282,a13_prac_b17,a13,prac,b17,2.952253241,-1.400330702,0.899474255,3.239983582,-1.323455461,0.861952342,3.134314978,-1.288308976,0.843643799,3.297340265,-1.349628124,0.932670187
283,a13_prac_b18,a13,prac,b18,2.902499729,-1.394244251,0.940001671,3.376974205,-1.418407953,0.920518417,3.311961831,-1.390959223,0.915546347,3.498164194,-1.447334771,0.972470804
284,a13_prac_b19,a13,prac,b19,2.627138355,-1.212111718,0.895590164,2.953208369,-1.176732283,0.867728307,3.06845688,-1.19449549,0.85389375,3.318209297,-1.276744488,0.924242446
285,a13_prac_b20,a13,prac,b20,3.222897834,-1.503128114,0.952991634,4.110915849,-1.734765581,0.970271596,4.070047469,-1.712019234,0.9681076,3.960322738,-1.626208768,0.965513031
286,a13_rest_posttest,a13,rest,est,3.406577602,-1.531349273,0.790982736,4.504285022,-1.787148022,0.720450455,5.516266045,-2.094951644,0.685485737,5.586873469,-1.950978029,0.638245655
287,a14_rest_pretest,a14,rest,est,1.158346711,-0.757571279,0.834650704,2.273338159,-0.918047497,0.870004552,2.126130092,-0.778094483,0.614067866,1.796222955,-0.641065735,0.463410386
288,a14_prac_b01,a14,prac,b01,1.887632542,-1.085689935,0.924022282,2.968327659,-1.235066395,0.942824429,2.772522684,-1.131427445,0.904508977,2.367932397,-0.956434225,0.837655061
289,a14_prac_b02,a14,prac,b02,2.06848973,-1.143395272,0.937240057,3.205870068,-1.315443349,0.949016587,2.950850047,-1.204883326,0.921923316,2.374468159,-0.997710655,0.866512959
290,a14_prac_b03,a14,prac,b03,2.265516874,-1.220838316,0.959081245,3.439015491,-1.408665695,0.971247843,3.150830877,-1.292331771,0.95670811,2.575648054,-1.079509521,0.909401138
291,a14_prac_b04,a14,prac,b04,2.290595929,-1.248954422,0.95492469,3.426152175,-1.418367368,0.964666318,3.19069203,-1.316555448,0.926879308,2.642410341,-1.129632514,0.841860074
292,a14_prac_b05,a14,prac,b05,2.362095292,-1.307268276,0.955056161,3.516630866,-1.478751461,0.958181273,3.306500163,-1.364679543,0.920851913,2.708565432,-1.137474322,0.862587682
293,a14_prac_b06,a14,prac,b06,2.129277554,-1.195294443,0.956263325,3.254242191,-1.356306891,0.960476749,3.078731173,-1.27162233,0.912331125,2.619073615,-1.086984808,0.867667962
294,a14_prac_b07,a14,prac,b07,2.059599672,-1.175724402,0.935054321,3.216241876,-1.346575429,0.937263023,3.08313842,-1.27700638,0.900481823,2.493733559,-1.049307233,0.849561002
295,a14_prac_b08,a14,prac,b08,2.713266309,-1.428047271,0.947548542,3.783970662,-1.576790809,0.955569857,3.365834689,-1.400270827,0.958791827,2.612216455,-1.143477725,0.917783025
296,a14_prac_b09,a14,prac,b09,2.170160303,-1.195660234,0.931990466,3.339938965,-1.381375703,0.945500854,3.097264788,-1.279112139,0.921939325,2.594060044,-1.098675782,0.878184171
297,a14_prac_b10,a14,prac,b10,2.694959967,-1.384701553,0.959787957,3.88948793,-1.594112176,0.968916849,3.533824605,-1.456351443,0.955299818,2.72923979,-1.162112497,0.91701727
298,a14_prac_b11,a14,prac,b11,2.465201882,-1.329796986,0.947646521,3.680661124,-1.536021144,0.962449394,3.396152162,-1.418358609,0.933860094,2.779236546,-1.195976151,0.87199512
299,a14_prac_b12,a14,prac,b12,2.718890668,-1.407220638,0.97981036,3.960435528,-1.620468838,0.977380507,3.628523796,-1.463923575,0.952044103,2.81667009,-1.178270565,0.877884194
300,a14_prac_b13,a14,prac,b13,1.814743441,-1.0758542,0.902523227,3.102768013,-1.313837828,0.915941234,3.001274193,-1.254264441,0.882672526,2.609956093,-1.105478933,0.842232236
301,a14_prac_b14,a14,prac,b14,2.358050548,-1.29479726,0.933664879,3.406470381,-1.419957382,0.940048964,3.253516733,-1.351587854,0.934184623,2.64306943,-1.139743393,0.897571106
302,a14_prac_b15,a14,prac,b15,2.509789355,-1.395218467,0.96280715,3.634794152,-1.53949843,0.965596458,3.346067026,-1.399907281,0.941035576,2.697493478,-1.157336473,0.866881504
303,a14_prac_b16,a14,prac,b16,2.498744841,-1.380723653,0.959043416,3.579318356,-1.527880231,0.962519091,3.36444098,-1.445508729,0.944506779,2.611520429,-1.16753934,0.904766981
304,a14_prac_b17,a14,prac,b17,2.640090709,-1.419994422,0.962174751,3.751094058,-1.567591868,0.96874567,3.534669215,-1.470469759,0.94082111,2.818373027,-1.187319127,0.879531511
305,a14_prac_b18,a14,prac,b18,2.567174332,-1.390481667,0.976768052,3.710932861,-1.548397023,0.978966445,3.522960023,-1.456034642,0.945958317,2.768648561,-1.156391081,0.88368418
306,a14_prac_b19,a14,prac,b19,2.484530855,-1.394225402,0.963683537,3.507776092,-1.508838393,0.97334319,3.257085741,-1.379061846,0.940029135,2.680895323,-1.147224468,0.889907088
307,a14_prac_b20,a14,prac,b20,2.526513191,-1.369085736,0.975689566,3.626885595,-1.505724209,0.974290706,3.330917729,-1.373473665,0.951019202,2.755205227,-1.152951288,0.904303459
308,a14_rest_posttest,a14,rest,est,1.697155638,-0.843213709,0.937218132,2.43593258,-0.941011893,0.820743604,2.262586329,-0.800612436,0.491974669,1.910055482,-0.692715923,0.372660958
309,a15_rest_pretest,a15,rest,est,3.843714125,-1.942848794,0.973760685,4.08525941,-1.949520671,0.922085728,3.906451859,-1.831132624,0.909006439,3.436602031,-1.58707716,0.956024422
310,a15_prac_b01,a15,prac,b01,2.982556006,-1.432654248,0.871424058,3.107586067,-1.416495337,0.820352989,2.998136205,-1.399034094,0.843465474,2.690331128,-1.263140596,0.924913003
311,a15_prac_b02,a15,prac,b02,3.00766737,-1.500255197,0.920822835,3.206253523,-1.505322215,0.853669307,3.15773074,-1.50494345,0.881770582,2.837442459,-1.340069351,0.938673984
312,a15_prac_b03,a15,prac,b03,3.138874771,-1.597796924,0.973102384,3.316706086,-1.612878719,0.979739809,3.209892999,-1.602377832,0.983485615,2.813994905,-1.384184526,0.966852798
313,a15_prac_b04,a15,prac,b04,3.113271576,-1.625879093,0.945358204,3.35096969,-1.643210459,0.883714193,3.259919869,-1.625216517,0.915159199,2.966970147,-1.474582989,0.963923514
314,a15_prac_b05,a15,prac,b05,3.323544113,-1.670012291,0.945747381,3.483318364,-1.675172981,0.912567999,3.38533992,-1.652371331,0.929710123,3.089882482,-1.506014225,0.950049064
315,a15_prac_b06,a15,prac,b06,3.091075793,-1.611984586,0.942463838,3.21882797,-1.591629568,0.87466734,3.049207544,-1.532561647,0.897709727,2.794082306,-1.379890829,0.954123165
316,a15_prac_b07,a15,prac,b07,3.067066508,-1.562956632,0.948851875,3.173085744,-1.545142285,0.915030328,3.085917964,-1.526935575,0.941573071,2.672342339,-1.346517173,0.961083946
317,a15_prac_b08,a15,prac,b08,3.432372711,-1.717529937,0.930324709,3.335646704,-1.63979852,0.852243176,3.246804579,-1.630025641,0.878277837,2.834610801,-1.431888095,0.948126903
318,a15_prac_b09,a15,prac,b09,3.528493573,-1.747153737,0.947765818,3.424491041,-1.64897236,0.885598963,3.296814105,-1.61909015,0.922337266,3.086769256,-1.507587457,0.96300913
319,a15_prac_b10,a15,prac,b10,3.245803334,-1.702069399,0.973095897,3.493773412,-1.743066024,0.96883756,3.243133482,-1.663138184,0.98091372,2.74789151,-1.416261088,0.970180124
320,a15_prac_b11,a15,prac,b11,3.082746056,-1.635760179,0.936172725,3.307137792,-1.645763102,0.87213569,3.223587105,-1.633919753,0.887486595,2.916976112,-1.486018226,0.93747335
321,a15_prac_b12,a15,prac,b12,3.381835304,-1.737715182,0.943641684,3.566603276,-1.742369094,0.887516432,3.366525419,-1.681039135,0.89631164,2.869277679,-1.487292192,0.944677617
322,a15_prac_b13,a15,prac,b13,3.114353975,-1.603921754,0.922878818,3.262513244,-1.579239403,0.834624684,3.080664119,-1.526813056,0.855543278,2.792904516,-1.405469575,0.935000553
323,a15_prac_b14,a15,prac,b14,3.28962737,-1.697305032,0.959428967,3.563125458,-1.725381028,0.913618543,3.263839762,-1.63079906,0.915546523,2.772613077,-1.417733791,0.940016044
324,a15_prac_b15,a15,prac,b15,3.210584124,-1.662007528,0.972377388,3.29898149,-1.644393046,0.982173808,3.099262894,-1.580892048,0.989946653,2.749785921,-1.420159158,0.982181074
325,a15_prac_b16,a15,prac,b16,3.206809697,-1.669586045,0.930320686,3.458407825,-1.683049533,0.847700207,3.284688299,-1.633260456,0.861686171,2.928729887,-1.470433442,0.924250722
326,a15_prac_b17,a15,prac,b17,3.563232418,-1.868229144,0.978856807,3.88613397,-1.938080238,0.981288248,3.600778536,-1.828635782,0.981083882,3.048207745,-1.562621957,0.962357377
327,a15_prac_b18,a15,prac,b18,3.170136757,-1.665400252,0.973749057,3.466595797,-1.73600011,0.980531713,3.296671099,-1.691832097,0.974570244,2.821483421,-1.471209363,0.956986553
328,a15_prac_b19,a15,prac,b19,3.286037087,-1.671394816,0.931745581,3.697641028,-1.749207277,0.870928577,3.478186053,-1.703023688,0.894592445,3.028289093,-1.517893015,0.936085757
329,a15_prac_b20,a15,prac,b20,3.203373585,-1.665292921,0.939264887,3.443641165,-1.682214722,0.884488292,3.285460064,-1.652787946,0.89998276,2.984127068,-1.518582547,0.938650631
330,a15_rest_posttest,a15,rest,est,3.941687224,-1.273916431,0.922277408,3.42194059,-1.420221976,0.855121877,3.272542731,-1.411346536,0.822499009,3.335727284,-1.334804317,0.840368801
331,a16_rest_pretest,a16,rest,est,2.316955806,-1.467967713,0.981806788,3.052075568,-1.502771514,0.972269079,3.112751525,-1.50256318,0.953173735,3.070286176,-1.296211496,0.811168311
332,a16_prac_b01,a16,prac,b01,2.542992663,-1.398762914,0.934498439,3.890310668,-1.739481133,0.953669581,3.600613662,-1.647075579,0.982121958,3.423294918,-1.454478382,0.967128958
333,a16_prac_b02,a16,prac,b02,2.477383676,-1.387241674,0.920273619,4.112789942,-1.841891778,0.937195264,3.770520727,-1.752318559,0.975291972,3.344922179,-1.464290243,0.95615327
334,a16_prac_b03,a16,prac,b03,2.358565662,-1.280112787,0.89032136,4.083931729,-1.793763003,0.947549271,3.846414907,-1.746140664,0.971058723,3.401622232,-1.442552124,0.952396349
335,a16_prac_b04,a16,prac,b04,2.276250983,-1.224512641,0.84785773,3.816825258,-1.668672011,0.955752971,3.473640731,-1.56993444,0.973544856,3.159309058,-1.338137313,0.967921424
336,a16_prac_b05,a16,prac,b05,2.341193128,-1.308723034,0.926476208,4.12978683,-1.837592316,0.959941895,3.812953923,-1.74954841,0.984037827,3.357324039,-1.446294151,0.94473537
337,a16_prac_b06,a16,prac,b06,2.758592184,-1.505477332,0.953002957,4.336214368,-1.922852078,0.980451876,3.895560542,-1.777807818,0.983664775,3.395204506,-1.463983262,0.934873682
338,a16_prac_b07,a16,prac,b07,2.714863878,-1.520703862,0.959171076,4.443694957,-1.974772545,0.973278481,4.021627367,-1.846381818,0.986143292,3.393248709,-1.42482855,0.942074688
339,a16_prac_b08,a16,prac,b08,2.944229725,-1.693926936,0.980567485,4.1673086,-1.923645821,0.97041199,3.847507829,-1.810221648,0.989778087,3.331768677,-1.457635867,0.966122237
340,a16_prac_b09,a16,prac,b09,2.883415517,-1.62585928,0.980702984,4.41053278,-1.953269708,0.970554963,3.933727651,-1.781903927,0.987221073,3.484575452,-1.46904789,0.952323619
341,a16_prac_b10,a16,prac,b10,2.793872292,-1.569731696,0.971685467,4.445405342,-1.961426061,0.968118947,4.144088902,-1.897274464,0.990538951,3.4208306,-1.475543669,0.938140201
342,a16_prac_b11,a16,prac,b11,2.618665885,-1.514668958,0.963480845,4.286052154,-1.911132221,0.956002176,4.042172828,-1.852398565,0.98335781,3.436503149,-1.495779677,0.941838589
343,a16_prac_b12,a16,prac,b12,3.057947348,-1.705070172,0.977150862,4.486574629,-2.011002004,0.959536451,4.043196919,-1.861817736,0.975384396,3.367919017,-1.464977994,0.952346353
344,a16_prac_b13,a16,prac,b13,2.741080513,-1.540292974,0.966157851,4.502329003,-1.986003737,0.963644604,4.021630397,-1.825459594,0.977559165,3.466836282,-1.494321989,0.928310557
345,a16_prac_b14,a16,prac,b14,2.726579746,-1.517668118,0.964180346,4.541965462,-1.991321729,0.958652457,4.092901079,-1.840743749,0.969379392,3.383065728,-1.45192015,0.958707696
346,a16_prac_b15,a16,prac,b15,2.819350886,-1.607434543,0.9751614,4.308270793,-1.935446293,0.967910421,3.973602115,-1.822156572,0.990169463,3.493667019,-1.515479591,0.953068198
347,a16_prac_b16,a16,prac,b16,3.011381765,-1.686607616,0.981724052,4.663410145,-2.062891483,0.979556165,4.135675156,-1.877430537,0.990423425,3.347461428,-1.448133317,0.938273229
348,a16_prac_b17,a16,prac,b17,2.782770334,-1.588116866,0.984229438,4.437244477,-1.977281832,0.975953717,4.064913492,-1.849940668,0.988162199,3.488154731,-1.499779096,0.932309408
349,a16_prac_b18,a16,prac,b18,2.798739586,-1.599115795,0.983990336,4.271933639,-1.898254245,0.975472148,3.884276285,-1.774400701,0.984614213,3.384596957,-1.467701466,0.95220955
350,a16_prac_b19,a16,prac,b19,2.998949675,-1.71004818,0.988657104,4.3562811,-1.985677044,0.980442325,3.869471781,-1.78712479,0.981473528,3.171691201,-1.382600481,0.894819882
351,a16_prac_b20,a16,prac,b20,3.14688656,-1.74140838,0.978846533,4.908716578,-2.168107308,0.985390431,4.421734567,-1.996941825,0.989381157,3.551677744,-1.531347256,0.95597064
352,a16_rest_posttest,a16,rest,est,2.792190233,-1.533005444,0.96798588,3.359528678,-1.514592306,0.906886884,3.313523165,-1.533419191,0.944692178,3.119862469,-1.405097805,0.936594941
353,a17_rest_pretest,a17,rest,est,3.324640144,-1.794620918,0.962502257,3.622398377,-1.778238725,0.961136993,3.478281498,-1.715625099,0.940391269,3.126818779,-1.631150083,0.958101896
354,a17_prac_b01,a17,prac,b01,3.997862271,-1.845414006,0.966632015,4.045204266,-1.830480793,0.956325022,3.842489624,-1.759445456,0.960206675,3.447230363,-1.629922185,0.965623053
355,a17_prac_b02,a17,prac,b02,3.838291642,-1.790091191,0.952295175,4.032092871,-1.816119461,0.945727094,3.747235873,-1.718964317,0.955958717,3.320626166,-1.581235156,0.963955852
356,a17_prac_b03,a17,prac,b03,3.716625064,-1.716074906,0.94553071,3.941115426,-1.750500021,0.942348848,3.648142597,-1.662870332,0.952708179,3.176485961,-1.524751991,0.954994118
357,a17_prac_b04,a17,prac,b04,3.893663529,-1.766138452,0.953365508,3.914747742,-1.729066123,0.95307233,3.561721654,-1.601967375,0.962803167,3.161488693,-1.483696941,0.959474669
358,a17_prac_b05,a17,prac,b05,3.846635883,-1.7795319,0.952552349,3.907509796,-1.752598767,0.948599165,3.676940758,-1.664578144,0.960551379,3.307049912,-1.545038394,0.959293273
359,a17_prac_b06,a17,prac,b06,3.856814289,-1.772635455,0.940426478,3.989468195,-1.768020917,0.929134817,3.680809474,-1.660523491,0.942082509,3.201179,-1.529059711,0.952278456
360,a17_prac_b07,a17,prac,b07,4.063490231,-1.871318911,0.95429423,4.245396292,-1.884309068,0.944306191,3.912293938,-1.7755652,0.954736284,3.294583746,-1.584272322,0.960608498
361,a17_prac_b08,a17,prac,b08,3.841468811,-1.77599362,0.946478099,4.011281674,-1.772437592,0.941386305,3.665863421,-1.657456949,0.95468656,3.057494492,-1.465915841,0.955069262
362,a17_prac_b09,a17,prac,b09,3.803232095,-1.763457212,0.950046875,4.011059714,-1.771160713,0.947407133,3.631891376,-1.64634497,0.948403568,3.05193885,-1.475229674,0.954226839
363,a17_prac_b10,a17,prac,b10,4.094524261,-1.913019339,0.96188344,4.320851106,-1.933638697,0.960035885,3.917276771,-1.800531234,0.973058562,3.342335922,-1.62041242,0.969096765
364,a17_prac_b11,a17,prac,b11,3.861370502,-1.811466919,0.943908312,4.308869683,-1.915296966,0.948135394,3.936313144,-1.78265351,0.951426608,3.385055629,-1.60015795,0.958216205
365,a17_prac_b12,a17,prac,b12,3.864623619,-1.814219753,0.964489334,4.154136909,-1.837368621,0.967837042,3.810105762,-1.732279509,0.967396781,3.363052809,-1.61210669,0.966058082
366,a17_prac_b13,a17,prac,b13,3.939974581,-1.812149552,0.940007018,4.107164451,-1.807506061,0.942277968,3.844937867,-1.723349575,0.957447029,3.196096768,-1.532309218,0.944708547
367,a17_prac_b14,a17,prac,b14,3.83613243,-1.786001277,0.954851036,4.152843423,-1.832693677,0.949924942,3.768017621,-1.692116188,0.956101249,3.088442039,-1.476921735,0.94383425
368,a17_prac_b15,a17,prac,b15,4.038271303,-1.84507739,0.950810899,4.325675851,-1.897703797,0.953852903,3.898461551,-1.751947575,0.955426361,3.329577677,-1.553752205,0.950302176
369,a17_prac_b16,a17,prac,b16,3.933523888,-1.817941372,0.94047783,4.282236212,-1.874981549,0.934625111,3.974802908,-1.762638879,0.955321842,3.269871944,-1.545735496,0.968687451
370,a17_prac_b17,a17,prac,b17,4.125045886,-1.854711168,0.940569831,4.414278194,-1.900238573,0.94629297,4.097317782,-1.792075028,0.962389954,3.52785687,-1.621688909,0.961395135
371,a17_prac_b18,a17,prac,b18,3.990003128,-1.821594071,0.935740477,4.217568756,-1.843430433,0.934186165,3.903802803,-1.730337203,0.944148998,3.217200452,-1.516111242,0.945391587
372,a17_prac_b19,a17,prac,b19,3.575918168,-1.664328342,0.905252179,4.125584214,-1.804558901,0.914943332,3.850610643,-1.711766017,0.942168135,3.330920374,-1.555485673,0.95007052
373,a17_prac_b20,a17,prac,b20,3.898514552,-1.765337816,0.952197871,4.255938618,-1.834185543,0.951711227,3.87606531,-1.711255507,0.93420719,3.190660515,-1.479628754,0.940585683
374,a17_rest_posttest,a17,rest,est,3.690151733,-1.889110943,0.945431225,3.912717372,-1.86142577,0.946787648,3.74349448,-1.766477033,0.895952696,3.310701038,-1.666285165,0.935577803
375,a18_rest_pretest,a18,rest,est,3.465625982,-1.747685856,0.9024049,4.373599506,-1.853438354,0.861187893,5.010888028,-2.114322782,0.704702465,4.786664498,-1.878123766,0.682344236
376,a18_prac_b01,a18,prac,b01,2.190487802,-1.028961839,0.74220109,3.794551947,-1.601258368,0.973431863,3.947216378,-1.770595504,0.990577625,3.783481887,-1.642918767,0.967980603
377,a18_prac_b02,a18,prac,b02,2.677929842,-1.245900027,0.843309871,4.090754674,-1.738217391,0.983235341,4.280261454,-1.895855225,0.993946625,3.955620575,-1.697860794,0.970823932
378,a18_prac_b03,a18,prac,b03,2.762492401,-1.316918023,0.88418892,4.089086771,-1.772474141,0.987272649,4.342991354,-1.945489101,0.987529647,4.165350711,-1.794581383,0.961885501
379,a18_prac_b04,a18,prac,b04,2.83934644,-1.351772718,0.92803148,4.023348721,-1.735330325,0.988721127,4.168700608,-1.843115795,0.989353327,3.908066884,-1.642474346,0.958225644
380,a18_prac_b05,a18,prac,b05,3.007066757,-1.403921632,0.925500642,4.329580685,-1.853645491,0.990957001,4.403597267,-1.934989947,0.958696335,4.017670225,-1.71365264,0.931040083
381,a18_prac_b06,a18,prac,b06,3.099620596,-1.495745105,0.937204057,4.273181973,-1.870505654,0.981544205,4.305712937,-1.938814956,0.982787279,3.934996923,-1.696680075,0.969915805
382,a18_prac_b07,a18,prac,b07,3.650009697,-1.783110887,0.986949238,4.369332153,-1.905685599,0.989076453,4.334566277,-1.937045298,0.976018641,3.892810059,-1.65843264,0.951713472
383,a18_prac_b08,a18,prac,b08,2.942876846,-1.490789149,0.971236687,3.997939113,-1.7959547,0.984747466,4.029128254,-1.821796508,0.974684345,3.764402597,-1.646258846,0.959554727
384,a18_prac_b09,a18,prac,b09,3.525167711,-1.722283706,0.975543557,4.5153103,-1.987046456,0.977910963,4.521390062,-2.037861588,0.961612226,4.104853955,-1.783875385,0.942513892
385,a18_prac_b10,a18,prac,b10,3.090121351,-1.530617723,0.965664224,4.036489899,-1.780061344,0.988024086,4.008906199,-1.791004191,0.971481179,3.603092366,-1.552671725,0.960966887
386,a18_prac_b11,a18,prac,b11,3.473797599,-1.692049849,0.971800031,4.371657969,-1.907515063,0.98319813,4.325965441,-1.898910245,0.98402342,4.028289478,-1.703677995,0.96723809
387,a18_prac_b12,a18,prac,b12,3.375452552,-1.675939531,0.967980341,4.279409699,-1.896251073,0.975673004,4.337270304,-1.928479221,0.946086497,3.965562342,-1.705218546,0.947715383
388,a18_prac_b13,a18,prac,b13,3.620124783,-1.757639285,0.974656969,4.367448626,-1.914374999,0.971143661,4.268624688,-1.887426899,0.967639101,4.064530982,-1.712606942,0.962743519
389,a18_prac_b14,a18,prac,b14,3.462936441,-1.739934831,0.974936509,4.182489521,-1.858252613,0.970609481,4.101944703,-1.824263307,0.964566778,3.80285263,-1.618591647,0.954142154
390,a18_prac_b15,a18,prac,b15,3.621870387,-1.780268323,0.980108275,4.310584049,-1.896934618,0.985059004,4.222804511,-1.900076983,0.976849271,3.908352649,-1.684477696,0.938267352
391,a18_prac_b16,a18,prac,b16,3.36492771,-1.626673883,0.973484096,4.355089224,-1.890539549,0.974570987,4.418737683,-1.957956162,0.952197425,4.053173625,-1.740620367,0.941153426
392,a18_prac_b17,a18,prac,b17,3.066892327,-1.467780915,0.955115483,4.315217493,-1.893299372,0.97990551,4.492760764,-1.98167265,0.966738019,4.200754095,-1.779902354,0.944837727
393,a18_prac_b18,a18,prac,b18,3.116972815,-1.530867029,0.934980896,4.17196664,-1.834382858,0.98535503,4.287825831,-1.907206183,0.978430876,4.105907898,-1.757323584,0.963625286
394,a18_prac_b19,a18,prac,b19,3.438842696,-1.705230413,0.962392079,4.203783846,-1.85271316,0.97189473,4.103329637,-1.840139958,0.949195892,3.900977841,-1.659969721,0.905366432
395,a18_prac_b20,a18,prac,b20,3.494821687,-1.736806342,0.986328347,4.194548649,-1.840607107,0.985835145,4.20358984,-1.861015468,0.96254503,3.93303681,-1.688030829,0.932062499
396,a18_rest_posttest,a18,rest,est,3.494465443,-1.56949458,0.857345446,4.583358465,-1.86123049,0.808997171,5.201855017,-2.074076707,0.688867714,5.133100271,-1.919447129,0.681965634
397,a19_rest_pretest,a19,rest,est,3.453702164,-1.775507684,0.92762328,4.598415364,-2.13861536,0.874105025,4.695972651,-2.124225288,0.732728581,4.857572492,-2.144163187,0.749916141
398,a19_prac_b01,a19,prac,b01,3.516928341,-1.690207078,0.976113424,4.514885124,-2.029400144,0.946090915,4.493574036,-1.978540591,0.909932402,4.341251262,-1.895698026,0.942483393
399,a19_prac_b02,a19,prac,b02,3.946961102,-1.901733779,0.983720153,4.815497708,-2.158352356,0.953703091,4.700007574,-2.074952073,0.929911096,4.475085432,-1.972551577,0.961172945
400,a19_prac_b03,a19,prac,b03,3.794191075,-1.891507864,0.98163824,4.732920706,-2.131561974,0.94846213,4.755293675,-2.100162015,0.929335398,4.676087153,-2.044675716,0.949100701
401,a19_prac_b04,a19,prac,b04,3.781513268,-1.830387575,0.965554754,4.71218656,-2.092441428,0.946595014,4.69884391,-2.066145657,0.931817222,4.455046239,-1.962732267,0.945418046
402,a19_prac_b05,a19,prac,b05,3.888114696,-1.953384848,0.974366621,4.659632915,-2.131948902,0.944703826,4.638266188,-2.08318791,0.916743384,4.484621869,-1.999239688,0.94832131
403,a19_prac_b06,a19,prac,b06,4.124741901,-1.956792599,0.972201911,5.16032735,-2.274622981,0.961193935,5.142448145,-2.247229892,0.960359233,4.920785696,-2.145013799,0.979225451
404,a19_prac_b07,a19,prac,b07,3.830102418,-1.905819312,0.975156742,4.679431643,-2.113431103,0.950216689,4.535124439,-2.020566482,0.931844521,4.477395916,-1.97774169,0.953804932
405,a19_prac_b08,a19,prac,b08,3.801297578,-1.944421887,0.969918218,4.60468434,-2.129196181,0.932851431,4.574285583,-2.069487747,0.901161569,4.481282907,-2.006072828,0.931302844
406,a19_prac_b09,a19,prac,b09,4.070623031,-1.985959683,0.956016687,4.863408184,-2.16755903,0.943288326,4.811216947,-2.125214567,0.930217584,4.634451876,-2.035675709,0.945932059
407,a19_prac_b10,a19,prac,b10,4.148450777,-2.003116531,0.964867457,5.094031917,-2.265049389,0.953393869,4.837293774,-2.146108367,0.952822998,4.531411314,-2.018093519,0.969935481
408,a19_prac_b11,a19,prac,b11,4.29495191,-2.03014201,0.945235307,5.1833451,-2.270961726,0.942187914,5.032150072,-2.177349183,0.956902131,4.866326267,-2.087737351,0.973086898
409,a19_prac_b12,a19,prac,b12,3.877723961,-1.876599606,0.957749059,4.869209759,-2.177981363,0.957250611,4.757473013,-2.099290895,0.930726872,4.657714299,-2.049945791,0.95142711
410,a19_prac_b13,a19,prac,b13,3.500878738,-1.710910183,0.962437234,4.731672752,-2.108243084,0.938683857,4.793567493,-2.101448262,0.913668463,4.72659434,-2.053083416,0.944954472
411,a19_prac_b14,a19,prac,b14,4.173958471,-1.966383804,0.970190443,4.855867973,-2.149175493,0.95740437,4.638142493,-2.036933318,0.952485143,4.525245495,-1.979157129,0.962194646
412,a19_prac_b15,a19,prac,b15,4.503151034,-2.09506671,0.952321951,5.582243442,-2.401754384,0.953112729,5.262699884,-2.24447994,0.942925587,4.976779179,-2.120417159,0.96159582
413,a19_prac_b16,a19,prac,b16,4.142584048,-1.981715378,0.965273264,4.97901467,-2.194706597,0.942016183,4.847703064,-2.105564714,0.916618949,4.591881179,-2.001053601,0.934108577
414,a19_prac_b17,a19,prac,b17,4.391845192,-2.06715255,0.938818418,5.282728622,-2.308262789,0.925826977,5.043300742,-2.190945036,0.942052306,4.877069754,-2.132975446,0.961298325
415,a19_prac_b18,a19,prac,b18,4.015814154,-1.99660664,0.978311085,4.996537489,-2.221380238,0.951203756,4.809326907,-2.119310357,0.923077892,4.498977856,-2.010861675,0.950152082
416,a19_prac_b19,a19,prac,b19,4.184254174,-2.026317016,0.96646084,4.967720604,-2.200806995,0.952470867,4.88612322,-2.117056379,0.934355452,4.632782618,-1.984059483,0.954708978
417,a19_prac_b20,a19,prac,b20,3.962726681,-1.945949676,0.96743331,4.811248376,-2.187369596,0.954874855,4.788537736,-2.147554013,0.938228799,4.704829994,-2.085093259,0.961947285
418,a19_rest_posttest,a19,rest,est,3.982738959,-1.729061989,0.913888658,4.657769062,-2.062930994,0.89754072,4.580918546,-2.072366189,0.787229981,4.899448258,-2.127241334,0.781187349
419,a20_rest_pretest,a20,rest,est,3.532320685,-1.526209881,0.822390837,4.280226475,-1.790625558,0.819449773,4.365999161,-1.825905407,0.745878819,4.447255559,-1.749782729,0.635170219
420,a20_prac_b01,a20,prac,b01,2.469687061,-1.06241877,0.893185506,4.292045322,-1.716511937,0.977285506,3.618251505,-1.601791774,0.952916742,3.20039061,-1.406912678,0.900073008
421,a20_prac_b02,a20,prac,b02,2.419459887,-1.011353321,0.851918129,3.787262326,-1.625552256,0.974362508,3.901217528,-1.730257716,0.953577231,3.55350956,-1.575551942,0.914413604
