index,cluster,subID,time,block,frontal_intercept,frontal_slope,frontal_rsquared,central_intercept,central_slope,central_rsquared,parietal_intercept,parietal_slope,parietal_rsquared,occipital_intercept,occipital_slope,occipital_rsquared
984,l16_prac_b15,l16,prac,b15,3.43059562,-1.457051322,0.89562638,5.418332226,-2.236026085,0.933912396,5.366227922,-2.31938499,0.955685902,4.770789122,-2.13236141,0.957136231
985,l16_prac_b16,l16,prac,b16,3.562726385,-1.581479223,0.896762883,5.403462351,-2.24752152,0.921528993,5.289112967,-2.279168277,0.942648479,4.482483277,-2.002055649,0.960867835
986,l16_prac_b17,l16,prac,b17,3.530967809,-1.60073876,0.893278074,5.523333228,-2.319297258,0.927768928,5.315211132,-2.324891598,0.956235989,4.530118692,-2.030235523,0.957176349
987,l16_prac_b18,l16,prac,b18,3.512716253,-1.544702686,0.885139846,5.464536912,-2.277285815,0.923038234,5.087543433,-2.214464816,0.949115105,4.307120366,-1.954688481,0.959669539
988,l16_prac_b19,l16,prac,b19,3.615176591,-1.587729579,0.883661238,5.538318475,-2.309536922,0.928610236,5.264022324,-2.291485465,0.953793548,4.456594159,-2.010009723,0.965078034
989,l16_prac_b20,l16,prac,b20,3.635807793,-1.599225593,0.912563111,5.562516939,-2.320778508,0.938468223,5.271300354,-2.304644324,0.941265951,4.390832774,-2.001008077,0.95097066
990,l16_rest_posttest,l16,rest,est,2.492292086,-1.041034841,0.682782374,3.508495849,-1.508580138,0.753354694,3.44396115,-1.500142681,0.686259368,3.661293169,-1.605202228,0.787465182
991,l17_rest_pretest,l17,rest,est,1.901706769,-0.948852881,0.935641471,3.033423655,-1.090589901,0.854594974,3.138635867,-1.215973737,0.874235843,3.024388306,-1.193283247,0.849383784
992,l17_prac_b01,l17,prac,b01,2.080157047,-0.982803892,0.876324228,3.694406062,-1.37724458,0.922651,3.670372921,-1.458720079,0.93103771,3.29444325,-1.32858874,0.902259675
993,l17_prac_b02,l17,prac,b02,2.148403326,-0.991984032,0.890475427,3.810634876,-1.401408979,0.914108635,3.832783107,-1.48017428,0.922914984,3.362683813,-1.310108205,0.893247253
994,l17_prac_b03,l17,prac,b03,1.966130684,-0.921930249,0.90675112,3.517137607,-1.274096943,0.910110098,3.540236358,-1.347091198,0.898044777,3.237579203,-1.26236184,0.860381664
995,l17_prac_b04,l17,prac,b04,2.091396829,-1.003373478,0.952330018,3.503323407,-1.296791147,0.895487199,3.509929914,-1.377125035,0.91407418,3.209519837,-1.284611139,0.914734865
996,l17_prac_b05,l17,prac,b05,2.354424692,-1.139139917,0.96800909,3.805049847,-1.431692558,0.956212995,3.792000301,-1.500618523,0.950512221,3.310061604,-1.342482926,0.922336139
997,l17_prac_b06,l17,prac,b06,2.508291792,-1.214978241,0.965680928,3.898073508,-1.505138938,0.954993193,3.862553943,-1.540976925,0.941733736,3.395879556,-1.365970114,0.872876428
998,l17_prac_b07,l17,prac,b07,2.48739833,-1.232190883,0.953775117,3.782903433,-1.414845789,0.891866052,3.723768983,-1.449342258,0.919015984,3.34657647,-1.310859737,0.886825392
999,l17_prac_b08,l17,prac,b08,2.610390634,-1.294947155,0.975721159,3.92185846,-1.486593997,0.920282344,3.858745142,-1.532426717,0.920069491,3.468767551,-1.40535814,0.876207069
1000,l17_prac_b09,l17,prac,b09,2.666980163,-1.277363137,0.972501511,3.922333185,-1.461099291,0.920993535,3.898731487,-1.504672379,0.913315904,3.395767642,-1.344123843,0.891073797
1001,l17_prac_b10,l17,prac,b10,2.505428689,-1.218176497,0.953561875,3.628622493,-1.373125093,0.885165894,3.686037428,-1.46509272,0.920529271,3.305998137,-1.315708522,0.901190277
1002,l17_prac_b11,l17,prac,b11,2.705518331,-1.300122772,0.960747256,3.867868069,-1.444439186,0.921287098,3.761689898,-1.455888659,0.89726517,3.283612705,-1.281580574,0.861906306
1003,l17_prac_b12,l17,prac,b12,2.761763718,-1.320172507,0.955272113,3.852902814,-1.420871494,0.878148975,3.871589436,-1.49370736,0.915048296,3.379004334,-1.319525594,0.897268704
1004,l17_prac_b13,l17,prac,b13,3.087728563,-1.515673895,0.976667249,4.209296542,-1.600235017,0.920632788,4.004670642,-1.550291088,0.912152974,3.368941987,-1.332014505,0.872235751
1005,l17_prac_b14,l17,prac,b14,2.968897853,-1.461245231,0.97797353,4.131955665,-1.581888721,0.955366217,4.013947671,-1.584064041,0.950313813,3.253664122,-1.27978934,0.856268241
1006,l17_prac_b15,l17,prac,b15,2.901386025,-1.39388859,0.97571502,3.763443801,-1.413949196,0.971476489,3.530230903,-1.371475764,0.919300164,2.937984195,-1.158931949,0.826398154
1007,l17_prac_b16,l17,prac,b16,2.847354107,-1.396079737,0.954349863,3.993363194,-1.508108134,0.933584719,3.894084337,-1.497915056,0.90594609,3.428807867,-1.338404404,0.858546475
1008,l17_prac_b17,l17,prac,b17,2.755787027,-1.345586667,0.947186475,4.10635304,-1.574190734,0.966974522,4.013432631,-1.578885907,0.947763677,3.389146124,-1.34861487,0.907821729
1009,l17_prac_b18,l17,prac,b18,2.933933144,-1.412142664,0.967969924,4.119274107,-1.54002072,0.9497234,3.886650319,-1.47836749,0.938940307,3.380455754,-1.294037511,0.896910931
1010,l17_prac_b19,l17,prac,b19,2.956126801,-1.448690413,0.97603969,4.069292082,-1.558416322,0.952925876,3.988289936,-1.564074574,0.959186966,3.413496372,-1.345497802,0.894008696
1011,l17_prac_b20,l17,prac,b20,3.212568377,-1.518071974,0.960642075,4.298279246,-1.598829278,0.914972666,4.212667499,-1.632002046,0.926390163,3.428024711,-1.3495415,0.8992294
1012,l17_rest_posttest,l17,rest,est,2.233304748,-0.98689445,0.912093326,2.819247672,-0.976783161,0.868081692,2.797623569,-1.034881472,0.760170144,2.905944091,-1.088055318,0.657482367
1013,l18_rest_pretest,l18,rest,est,2.16076255,-1.018441918,0.966230214,3.630115445,-1.535953325,0.966263083,3.184056091,-1.365062354,0.917363174,2.920665613,-1.160817501,0.883327606
1014,l18_prac_b01,l18,prac,b01,2.678549415,-1.100023362,0.934871815,3.754184897,-1.359679289,0.929280137,3.236133981,-1.218581663,0.962316057,2.993359948,-1.10172935,0.961981175
1015,l18_prac_b02,l18,prac,b02,2.556119684,-1.053814373,0.948817328,3.62468133,-1.372584338,0.975243467,3.338242566,-1.300072637,0.948995641,3.15752362,-1.192682362,0.943430866
1016,l18_prac_b03,l18,prac,b03,2.831943856,-1.169732906,0.932412839,3.815605168,-1.429629968,0.910537012,3.441036231,-1.333508986,0.953941773,3.055153307,-1.153747729,0.938153526
1017,l18_prac_b04,l18,prac,b04,2.910839131,-1.262264141,0.964223498,3.837935949,-1.491259139,0.963108399,3.557823491,-1.416724592,0.943345539,3.123441139,-1.208014654,0.913054841
1018,l18_prac_b05,l18,prac,b05,3.014907657,-1.309473045,0.95688388,3.708705356,-1.425884533,0.961740052,3.438077362,-1.362076376,0.920673316,3.167922314,-1.212608164,0.917947002
1019,l18_prac_b06,l18,prac,b06,2.824183641,-1.222650813,0.921626904,3.731340705,-1.410959424,0.825879807,3.294491132,-1.29394711,0.956741877,3.084734707,-1.15135637,0.962045764
1020,l18_prac_b07,l18,prac,b07,3.059871819,-1.342382763,0.961685149,3.923632369,-1.531238433,0.919191943,3.644243738,-1.437553965,0.96901655,3.212000402,-1.20347778,0.911148797
1021,l18_prac_b08,l18,prac,b08,3.072599677,-1.335286396,0.961268625,4.000642711,-1.54794104,0.914507856,3.596695228,-1.435451153,0.9688833,3.092337611,-1.183940935,0.934853384
1022,l18_prac_b09,l18,prac,b09,3.140847789,-1.360085452,0.965090174,3.889015257,-1.534842469,0.96984151,3.539932428,-1.412788214,0.973647163,3.17412243,-1.199005703,0.955709008
1023,l18_prac_b10,l18,prac,b10,3.271996999,-1.42464858,0.975724372,4.060524177,-1.561515893,0.890794083,3.564312731,-1.406407866,0.962617428,3.128962089,-1.180618847,0.945673636
1024,l18_prac_b11,l18,prac,b11,3.068041902,-1.310360057,0.942880417,4.087046889,-1.55044307,0.924065978,3.552851336,-1.414459389,0.980817799,3.067197598,-1.162703686,0.941095011
1025,l18_prac_b12,l18,prac,b12,3.169808283,-1.393948954,0.970581672,4.204716882,-1.653983077,0.950047663,3.731927476,-1.493074608,0.978869182,3.167395976,-1.204602414,0.935279494
1026,l18_prac_b13,l18,prac,b13,3.233706744,-1.414114054,0.979280493,4.022536994,-1.597108271,0.985304867,3.547492778,-1.441121191,0.97256976,3.072943203,-1.186276296,0.917235231
1027,l18_prac_b14,l18,prac,b14,3.280998605,-1.419407472,0.964125826,4.07493737,-1.552018726,0.915371346,3.496287619,-1.366787336,0.968581305,3.189457047,-1.190568584,0.944193573
1028,l18_prac_b15,l18,prac,b15,3.22289148,-1.418046813,0.963746655,3.96814018,-1.546758856,0.895189813,3.439535895,-1.394036273,0.971304125,3.100284223,-1.191457017,0.935117653
1029,l18_prac_b16,l18,prac,b16,3.322261147,-1.433771259,0.9650242,4.293650429,-1.683869509,0.964592283,3.701815348,-1.486791601,0.976118274,3.08874357,-1.173513103,0.946659869
1030,l18_prac_b17,l18,prac,b17,3.371413747,-1.435567963,0.97121143,4.108380749,-1.58240867,0.939140967,3.708218925,-1.474174666,0.972276878,3.250426407,-1.237024354,0.961734118
1031,l18_prac_b18,l18,prac,b18,3.249172404,-1.366233095,0.952869259,3.855285213,-1.475204115,0.93008516,3.445161717,-1.348580376,0.946977872,2.932507596,-1.076929442,0.923561361
1032,l18_prac_b19,l18,prac,b19,3.254549764,-1.392001758,0.974885224,3.999666099,-1.567344376,0.975230907,3.634627778,-1.449418735,0.978141683,3.086967656,-1.154608677,0.920866352
1033,l18_prac_b20,l18,prac,b20,3.244376311,-1.37647023,0.957730662,3.910631907,-1.485380478,0.915089408,3.638936037,-1.431884213,0.978155185,3.127395233,-1.163115609,0.948558958
1034,l18_rest_posttest,l18,rest,est,3.683594371,-1.665805269,0.93936222,3.824186135,-1.532940836,0.838631607,3.151915386,-1.222677558,0.68231667,3.014528282,-1.112586191,0.733721008
1035,l19_rest_pretest,l19,rest,est,1.545872377,-1.032875941,0.826638864,3.032773457,-1.438386038,0.964635694,3.05135011,-1.38970586,0.881844447,3.052412878,-1.298926151,0.842764141
1036,l19_prac_b01,l19,prac,b01,1.770832156,-1.029774368,0.84423075,3.617810914,-1.55372,0.937090471,3.659992631,-1.599422591,0.988025663,3.375351812,-1.367373881,0.969500765
1037,l19_prac_b02,l19,prac,b02,1.765098083,-0.984071511,0.800921538,3.679746845,-1.564333829,0.951452103,3.927461884,-1.718629749,0.987397563,3.541972479,-1.462729019,0.94911307
1038,l19_prac_b03,l19,prac,b03,2.079090869,-1.14963132,0.952733475,4.093758846,-1.787025972,0.976900093,3.974266704,-1.767937773,0.966867993,3.643163639,-1.523277643,0.903399255
1039,l19_prac_b04,l19,prac,b04,1.929876805,-1.108130411,0.916425168,4.01152721,-1.754130026,0.969259087,4.041186521,-1.782243206,0.950473532,3.668751489,-1.51746505,0.90163295
1040,l19_prac_b05,l19,prac,b05,1.939549383,-1.088662638,0.946282401,3.964887359,-1.721392015,0.971933882,4.081717737,-1.788767016,0.95763393,3.633519803,-1.513092707,0.934423901
1041,l19_prac_b06,l19,prac,b06,2.499130397,-1.368954979,0.819855247,4.201035324,-1.826034003,0.909593106,4.169541262,-1.826436947,0.980102452,3.579753749,-1.442657903,0.966386797
1042,l19_prac_b07,l19,prac,b07,2.487844998,-1.335849215,0.980180563,4.331689929,-1.867274321,0.977907871,4.228984805,-1.836920006,0.944662429,3.65699987,-1.514789497,0.882502593
1043,l19_prac_b08,l19,prac,b08,2.158398356,-1.186428706,0.980732524,3.815122307,-1.656676372,0.9845871,3.797817853,-1.653123129,0.952996086,3.441487832,-1.370965796,0.91025423
1044,l19_prac_b09,l19,prac,b09,2.625687173,-1.413640766,0.958409514,4.28112541,-1.876175365,0.969206471,4.167981524,-1.811119603,0.959855279,3.482681437,-1.409041607,0.918806036
1045,l19_prac_b10,l19,prac,b10,3.047586592,-1.625989142,0.9851106,4.550671228,-2.010302937,0.992780987,4.101514665,-1.838454886,0.989376125,3.311957213,-1.375790071,0.958538814
1046,l19_prac_b11,l19,prac,b11,2.791953847,-1.532302786,0.974536039,4.325659704,-1.932245693,0.972598448,3.97780857,-1.798223863,0.982087256,3.288309753,-1.376876589,0.949681048
1047,l19_prac_b12,l19,prac,b12,2.658429866,-1.455325459,0.948827123,4.247395631,-1.861323053,0.970493712,3.989901278,-1.742747957,0.95128445,3.387172729,-1.38758992,0.912179762
1048,l19_prac_b13,l19,prac,b13,2.731104409,-1.50199288,0.964578762,4.400663385,-1.97134469,0.969969348,4.072409814,-1.830526326,0.968527965,3.526840275,-1.453442726,0.906539848
1049,l19_prac_b14,l19,prac,b14,2.318120359,-1.391414163,0.964015646,4.206665853,-1.969599646,0.989951299,3.878353179,-1.815967449,0.977397745,3.337142683,-1.447933114,0.95091869
1050,l19_prac_b15,l19,prac,b15,2.419776856,-1.363286087,0.958198394,4.195675609,-1.865328315,0.991596881,4.055830189,-1.807127189,0.98385531,3.291583148,-1.319443272,0.91936791
1051,l19_prac_b16,l19,prac,b16,2.480013856,-1.33644416,0.960863815,4.430887393,-1.943486645,0.980822356,4.275208309,-1.894099791,0.973169309,3.359727478,-1.361520215,0.950875932
1052,l19_prac_b17,l19,prac,b17,2.154542793,-1.239858506,0.934341001,4.118215571,-1.824481612,0.973983642,3.94942008,-1.762828424,0.970229719,3.119633654,-1.299359355,0.915622922
1053,l19_prac_b18,l19,prac,b18,2.672122126,-1.482815342,0.979007894,4.65306548,-2.068131472,0.983421876,4.223605386,-1.89938003,0.978814993,3.372131022,-1.407382394,0.917966976
1054,l19_prac_b19,l19,prac,b19,2.283953196,-1.332465873,0.960484553,4.144084376,-1.871442021,0.972888034,3.989850227,-1.78291507,0.94993377,3.413012874,-1.425587539,0.903715142
1055,l19_prac_b20,l19,prac,b20,2.57522245,-1.440537253,0.969272502,4.388757149,-1.961628999,0.980208083,4.018637825,-1.797746838,0.966830386,3.415430225,-1.417890598,0.916666553
1056,l19_rest_posttest,l19,rest,est,2.620082986,-1.255901664,0.95544817,3.213642591,-1.423705183,0.92947278,3.37517602,-1.411764067,0.788195527,3.329254375,-1.311257026,0.72813987
1057,l20_rest_pretest,l20,rest,est,0.712040939,-0.914261166,0.962513648,1.482632692,-0.958339858,0.958949548,1.691549188,-0.917377261,0.822128513,1.970210182,-0.950585086,0.719724347
1058,l20_prac_b01,l20,prac,b01,1.328711557,-1.110079539,0.93313906,1.890571023,-1.087924516,0.929814681,1.688037129,-0.951506882,0.949597429,1.831128624,-0.85529919,0.939922392
1059,l20_prac_b02,l20,prac,b02,1.240984309,-1.063699248,0.926693074,1.734941421,-1.005467541,0.919320795,1.529173371,-0.868206886,0.909894176,1.771315259,-0.822442065,0.850457145
1060,l20_prac_b03,l20,prac,b03,0.914846958,-0.869318829,0.831116906,1.437100586,-0.80061616,0.77014169,1.31364077,-0.750161254,0.851332103,1.556350537,-0.679976483,0.772503751
1061,l20_prac_b04,l20,prac,b04,1.202787729,-1.039018404,0.871464625,1.846156249,-1.005495049,0.833149006,1.696098911,-0.923352313,0.922835343,1.695748548,-0.779723174,0.875928379
1062,l20_prac_b05,l20,prac,b05,1.210925892,-0.975512703,0.769225318,1.597873102,-0.858054692,0.735158937,1.474694893,-0.809873702,0.882726116,1.29068906,-0.596325265,0.766834101
1063,l20_prac_b06,l20,prac,b06,1.203077095,-1.053606925,0.935005552,1.713387362,-0.987875069,0.905531817,1.501190226,-0.847733211,0.900162854,1.747053478,-0.810711912,0.824535986
1064,l20_prac_b07,l20,prac,b07,1.169040043,-1.079447712,0.942556974,1.734167014,-1.019270156,0.927474847,1.515863378,-0.863150926,0.82509209,1.617479374,-0.749224807,0.746509494
1065,l20_prac_b08,l20,prac,b08,1.269250101,-1.122540785,0.940289567,1.734604149,-1.02919731,0.901537822,1.565456691,-0.892719154,0.92004252,1.750372576,-0.780770239,0.813485336
1066,l20_prac_b09,l20,prac,b09,1.076983566,-1.057580111,0.932304204,1.641025696,-1.004377287,0.906441574,1.513728036,-0.884171311,0.896429446,1.666859047,-0.807844712,0.811261171
1067,l20_prac_b10,l20,prac,b10,1.17240059,-1.086382349,0.963461458,1.735513571,-1.051421943,0.943110394,1.619444626,-0.917511708,0.925298383,1.665369479,-0.779906628,0.841382514
1068,l20_prac_b11,l20,prac,b11,1.200994107,-1.123239931,0.961680018,1.703838018,-1.04455543,0.932345473,1.54038739,-0.908210268,0.905700664,1.872127476,-0.865625432,0.878109878
1069,l20_prac_b12,l20,prac,b12,1.280727205,-1.06427827,0.883537216,1.812866671,-1.015025306,0.85846241,1.45307582,-0.828808921,0.882251524,1.445788691,-0.674488143,0.790588108
1070,l20_prac_b13,l20,prac,b13,1.310208734,-1.170908015,0.97226886,2.000544995,-1.173130038,0.97035615,1.870280227,-1.01040826,0.937400737,1.6119041,-0.692734367,0.775059438
1071,l20_prac_b14,l20,prac,b14,1.189934943,-1.010828161,0.814487161,1.896986314,-0.992711238,0.786744365,1.750706584,-0.920645043,0.921014038,1.572977426,-0.693695464,0.825525002
1072,l20_prac_b15,l20,prac,b15,1.374040653,-1.111048968,0.846317391,1.968684479,-1.078375805,0.830621311,1.636189977,-0.883233091,0.889360601,1.539765779,-0.685506282,0.83494467
1073,l20_prac_b16,l20,prac,b16,0.853776783,-0.872803385,0.83328524,1.461392757,-0.839669794,0.772275516,1.447578522,-0.802748134,0.874582243,1.583497744,-0.706599181,0.768905908
1074,l20_prac_b17,l20,prac,b17,1.337176709,-1.151083677,0.927804914,1.931402387,-1.119106462,0.911543459,1.712099139,-0.935901178,0.86829104,1.67816268,-0.755688352,0.714650535
1075,l20_prac_b18,l20,prac,b18,1.163694589,-1.043168048,0.884379179,1.745256315,-0.969227689,0.798028159,1.628961483,-0.892017515,0.882088902,1.560243815,-0.710659182,0.761789201
1076,l20_prac_b19,l20,prac,b19,1.634094292,-1.236711036,0.925526486,2.109386596,-1.150618873,0.8815732,1.642966366,-0.898652514,0.863742767,1.571367829,-0.695990199,0.829579156
1077,l20_prac_b20,l20,prac,b20,1.58767236,-1.228645153,0.952511475,2.133566288,-1.16798052,0.936044356,1.781039344,-0.94390253,0.933099979,1.646096842,-0.710290848,0.820367206
1078,l20_rest_posttest,l20,rest,est,1.577229195,-1.157831082,0.947725754,2.394442136,-1.193882642,0.937356209,2.421639046,-1.099811407,0.771730323,2.491417581,-1.137345169,0.78952365
1079,l21_rest_pretest,l21,rest,est,2.386090045,-0.969530431,0.916564588,2.49455587,-0.869145855,0.885983403,2.981967433,-1.121937022,0.675150288,3.373240141,-1.198467863,0.603993587
1080,l21_prac_b01,l21,prac,b01,2.506164021,-1.010753052,0.932577976,3.363385906,-1.261642337,0.882515971,3.374864566,-1.300717211,0.736742082,3.488870571,-1.31305199,0.757317771
1081,l21_prac_b02,l21,prac,b02,2.704539598,-1.057920488,0.975980918,3.261825161,-1.170924482,0.953245635,3.425317672,-1.309035005,0.815723745,3.401907799,-1.273054454,0.764656643
1082,l21_prac_b03,l21,prac,b03,2.921793284,-1.25269993,0.952653313,3.74657676,-1.495415711,0.881013286,3.824101697,-1.541307738,0.811946546,3.843155551,-1.487905258,0.834288497
1083,l21_prac_b04,l21,prac,b04,3.045633755,-1.269926158,0.961556263,3.707265963,-1.415693027,0.921909447,3.739154422,-1.474802835,0.823828756,3.743029941,-1.428850433,0.813373594
1084,l21_prac_b05,l21,prac,b05,3.02323369,-1.214668155,0.960736361,3.570778069,-1.327605102,0.885378611,3.582091942,-1.381922282,0.766226459,3.617382258,-1.358064343,0.762627714
1085,l21_prac_b06,l21,prac,b06,3.043340928,-1.297325255,0.945137309,3.920559163,-1.54886712,0.888973551,4.046792569,-1.621647702,0.810911134,4.059142388,-1.570435053,0.807679709
1086,l21_prac_b07,l21,prac,b07,3.016873014,-1.230926232,0.976306439,3.66305254,-1.381660231,0.949411429,3.853481112,-1.521499972,0.848612058,3.743552253,-1.442011253,0.803296451
1087,l21_prac_b08,l21,prac,b08,2.958937998,-1.243951776,0.928823361,3.892360502,-1.523541816,0.885357301,3.948719243,-1.561044566,0.782545525,3.875358662,-1.475542645,0.763120254
1088,l21_prac_b09,l21,prac,b09,3.270145626,-1.308641713,0.943660431,3.899737699,-1.475937451,0.904779656,3.873177053,-1.52695562,0.82666891,3.913596172,-1.499079595,0.832706895
1089,l21_prac_b10,l21,prac,b10,3.355314262,-1.402317294,0.93396896,4.108497981,-1.617051545,0.910547091,3.796459832,-1.514361017,0.839725627,3.776477187,-1.445264295,0.80721778
1090,l21_prac_b11,l21,prac,b11,3.34847255,-1.415293676,0.934669685,4.136762161,-1.65074094,0.872225687,4.037552231,-1.620304535,0.773218642,4.055884955,-1.56665509,0.771564109
1091,l21_prac_b12,l21,prac,b12,3.41904926,-1.423204318,0.959940526,4.051890165,-1.57131367,0.926543892,3.992603628,-1.576445307,0.81014174,3.846313027,-1.478862788,0.782709754
1092,l21_prac_b13,l21,prac,b13,3.316590739,-1.377133658,0.943830967,4.176708997,-1.633465212,0.909364719,4.100345862,-1.632811296,0.842845092,4.044563134,-1.575331442,0.835682814
1093,l21_prac_b14,l21,prac,b14,3.367252793,-1.441602948,0.941157518,4.158979047,-1.674524667,0.912943457,4.030585439,-1.646721605,0.856836149,3.811592527,-1.505478203,0.799019658
1094,l21_prac_b15,l21,prac,b15,3.088627862,-1.325852984,0.94609347,3.753850898,-1.494959921,0.906896826,3.742560948,-1.518454662,0.823632571,3.66827268,-1.426027247,0.783059594
1095,l21_prac_b16,l21,prac,b16,3.029742897,-1.273355577,0.949765312,3.649342831,-1.421263864,0.886169831,3.765340144,-1.478894968,0.756337674,3.66093515,-1.375915305,0.692660948
1096,l21_prac_b17,l21,prac,b17,3.526428367,-1.458277321,0.960509236,4.23662717,-1.649151554,0.944691349,4.01873456,-1.598195933,0.899432265,3.649483058,-1.409593494,0.833925802
1097,l21_prac_b18,l21,prac,b18,3.260509963,-1.401514238,0.954158681,4.127110246,-1.660105391,0.922616419,3.86744821,-1.562908899,0.840911565,3.643702991,-1.411406326,0.824948874
1098,l21_prac_b19,l21,prac,b19,3.233472512,-1.382424503,0.944748171,3.947213231,-1.57978068,0.890580407,3.864554793,-1.543885994,0.780139042,3.743634541,-1.419231538,0.730497582
1099,l21_prac_b20,l21,prac,b20,3.49838121,-1.489686118,0.940212033,4.356353501,-1.735749046,0.909969352,4.214400125,-1.713952395,0.882240241,4.046756799,-1.597386671,0.872904137
1100,l21_rest_posttest,l21,rest,est,3.483061968,-1.242542377,0.802608484,3.404435884,-1.269861981,0.685460605,3.24692045,-1.216384199,0.473218789,3.429382255,-1.187001054,0.436927224
1101,l22_rest_pretest,l22,rest,est,2.944554692,-1.435211708,0.829286616,3.738219222,-1.630630583,0.76174656,4.387368747,-1.851963188,0.67112917,4.230265973,-1.819793826,0.662285054
1102,l22_prac_b01,l22,prac,b01,2.774866563,-1.345064083,0.962150035,3.476270544,-1.488178566,0.965140474,3.632498572,-1.547375279,0.928462993,3.475147052,-1.457438147,0.938048744
1103,l22_prac_b02,l22,prac,b02,3.076300766,-1.610114475,0.968720013,4.025113708,-1.861441352,0.961290619,4.093790499,-1.883810787,0.971534421,3.774880585,-1.741547057,0.97217444
1104,l22_prac_b03,l22,prac,b03,3.297079688,-1.69259291,0.970481331,4.344281068,-1.974535423,0.957381442,4.278047843,-1.951748089,0.959348031,3.807130485,-1.762704221,0.948984418
1105,l22_prac_b04,l22,prac,b04,3.481996426,-1.796747161,0.954246318,4.230053112,-1.932425518,0.958144835,4.239118929,-1.94176972,0.934951133,3.914810841,-1.785706518,0.916997511
1106,l22_prac_b05,l22,prac,b05,2.983285881,-1.510250577,0.96545448,4.244189422,-1.901666818,0.933475619,4.200816607,-1.885039165,0.896396538,3.80393553,-1.702026358,0.920050461
1107,l22_prac_b06,l22,prac,b06,2.7692296,-1.398662691,0.955330131,4.047017726,-1.831075795,0.943120676,4.110519339,-1.874593709,0.908865604,3.825290247,-1.754704585,0.88424239
1108,l22_prac_b07,l22,prac,b07,3.172052959,-1.535457772,0.952408943,4.192179077,-1.871033593,0.951329931,4.104644403,-1.873043876,0.942288283,3.738784162,-1.710329894,0.945703259
1109,l22_prac_b08,l22,prac,b08,2.917092276,-1.448386782,0.976733555,3.970956711,-1.754088867,0.97016789,3.791455494,-1.70575984,0.961248915,3.411454652,-1.523645045,0.956647371
1110,l22_prac_b09,l22,prac,b09,2.997934221,-1.452649021,0.959732851,4.346229445,-1.89647405,0.955027757,4.356766442,-1.89992378,0.957273855,3.860612037,-1.684212318,0.953664956
1111,l22_prac_b10,l22,prac,b10,2.964269624,-1.504762891,0.969081845,4.186581282,-1.881005575,0.946363327,4.119590675,-1.860370012,0.942498876,3.84426935,-1.708391332,0.953325449
1112,l22_prac_b11,l22,prac,b11,3.235899172,-1.613448535,0.971039703,4.206097186,-1.863280574,0.955276167,4.103295851,-1.832483922,0.91939595,3.778181387,-1.704077614,0.932937028
1113,l22_prac_b12,l22,prac,b12,3.202341196,-1.672041739,0.957663483,4.16070299,-1.898176852,0.945111079,3.992797,-1.816242211,0.890815415,3.803426813,-1.701950945,0.869537585
1114,l22_prac_b13,l22,prac,b13,3.456591643,-1.735665155,0.968948822,4.186534768,-1.873432817,0.949139419,4.021553524,-1.83318306,0.921365773,3.661945389,-1.663238318,0.912736857
1115,l22_prac_b14,l22,prac,b14,3.429953388,-1.701306777,0.977523202,4.246149474,-1.878124734,0.974831337,3.990066554,-1.785982367,0.969110163,3.463865469,-1.553243608,0.946684674
1116,l22_prac_b15,l22,prac,b15,3.616051828,-1.706226023,0.968460337,4.538985961,-1.919892644,0.953904166,4.485616497,-1.884289826,0.899798306,4.011534756,-1.696402711,0.889131052
1117,l22_prac_b16,l22,prac,b16,3.443081092,-1.697019447,0.949957951,4.194821227,-1.849939382,0.952433466,4.049008616,-1.798520804,0.959738936,3.655767108,-1.610194606,0.945643984
1118,l22_prac_b17,l22,prac,b17,3.597837982,-1.866479244,0.974109698,4.33839677,-1.973294345,0.961168347,4.079828203,-1.856275644,0.933311241,3.795266162,-1.724751381,0.917178395
1119,l22_prac_b18,l22,prac,b18,3.185769245,-1.590497879,0.969874412,3.990541288,-1.759362859,0.949248323,3.981357631,-1.786934218,0.929183092,3.785620031,-1.687598535,0.936016677
1120,l22_prac_b19,l22,prac,b19,3.434325505,-1.756464034,0.956504078,4.066587686,-1.831966796,0.937520061,3.894446256,-1.785284767,0.91656651,3.640125271,-1.666739154,0.928339899
1121,l22_prac_b20,l22,prac,b20,3.524986068,-1.746059149,0.972924404,4.213295191,-1.867559157,0.964020606,4.130085305,-1.807611643,0.965109927,3.810683449,-1.626486775,0.960152746
1122,l22_rest_posttest,l22,rest,est,4.075373247,-1.757455449,0.804687005,4.21048385,-1.723362001,0.724085775,4.85168112,-1.94827922,0.642718585,4.628488832,-1.854630587,0.570240468
1123,l23_rest_pretest,l23,rest,est,2.740917897,-1.234892495,0.751838538,3.042577631,-1.160100458,0.490250789,3.338790262,-1.290260503,0.528463659,2.831211999,-1.174947268,0.56121343
1124,l23_prac_b01,l23,prac,b01,2.803237126,-1.254613049,0.854998828,3.431635588,-1.340585191,0.645211788,3.632892995,-1.46525718,0.773084612,3.000341486,-1.28511008,0.760091407
1125,l23_prac_b02,l23,prac,b02,2.653817871,-1.254764854,0.873644541,3.475653628,-1.385027263,0.741819965,3.746283565,-1.510275087,0.872658006,3.259167488,-1.386137248,0.855332524
1126,l23_prac_b03,l23,prac,b03,2.477481531,-1.184946033,0.832053984,3.326485832,-1.327573781,0.667674961,3.755040867,-1.537098005,0.83130533,2.966650048,-1.279375527,0.80408404
