subID,time,block,difficulty,diffQ,diff,intercept_frontal,lgHz_frontal,intercept_central,lgHz_central,intercept_parietal,lgHz_parietal,intercept_occipital,lgHz_occipital,offset_frontal,slope_frontal,offset_central,slope_central,offset_parietal,slope_parietal,offset_occipital,slope_occipital
a14,prac,b01,N1,Q1,1,1.929579045,-1.101182345,3.063525216,-1.274841098,2.910610185,-1.189732474,2.507625982,-1.014807616,0.820643549,1.220418976,1.257628033,1.374358098,1.20777623,1.311562986,1.098388433,1.225965048
a14,prac,b02,N3,Q1,3,2.097621225,-1.15405295,3.271023134,-1.343864573,3.060473147,-1.25192468,2.504828244,-1.051344683,0.900685343,1.288502787,1.402812188,1.497596992,1.30862487,1.410982245,1.12310441,1.29188867
a14,prac,b03,P1,Q2,4,2.279610772,-1.225579631,3.47340847,-1.425002544,3.227923441,-1.326334075,2.676452246,-1.121311599,0.915604726,1.280602489,1.418789714,1.418789714,1.337571389,1.420575715,1.133221956,1.291818693
a14,prac,b04,P1,Q2,4,2.301427066,-1.252129363,3.460925137,-1.43439629,3.260483876,-1.347412856,2.728424306,-1.16491697,0.901915692,1.300411816,1.418392395,1.516443634,1.2990677,1.426188502,1.120340211,1.324662816
a14,prac,b05,P2,Q2,5,2.365237933,-1.306950551,3.537318755,-1.488501407,3.357756259,-1.388188351,2.788992183,-1.171016977,1.012970515,1.479305129,1.49163955,1.653689705,1.403027535,1.548279639,1.248009283,1.443455976
a14,prac,b06,P2,Q2,5,2.151700912,-1.202879294,3.311103697,-1.380807848,3.166251591,-1.309456258,2.715705543,-1.127381036,0.942236717,1.404155986,1.377722159,1.522978739,1.312015507,1.455688435,1.165135849,1.343196831
a14,prac,b07,P2,Q2,5,2.086763588,-1.18505334,3.277632266,-1.372687351,3.169526381,-1.314275158,2.605899077,-1.095576924,0.897102037,1.348914614,1.408129257,1.561564726,1.366432787,1.524472992,1.194314979,1.412888761
a14,prac,b08,P3,Q2,6,2.690880991,-1.417952963,3.770172737,-1.573265431,3.40627951,-1.419135843,2.697002577,-1.177592261,1.042774791,1.413122765,1.55524436,1.666774216,1.422951385,1.541185742,1.186113757,1.40181208
a14,prac,b09,P3,Q2,6,2.190623324,-1.202716936,3.386310041,-1.402038648,3.18184426,-1.315787041,2.689626836,-1.138077871,0.951651128,1.375817943,1.45617309,1.592263829,1.350495339,1.483986752,1.152222145,1.329630768
a14,prac,b10,E1,Q3,7,2.676642065,-1.3767672,3.863975123,-1.586750444,3.549031852,-1.465659818,2.803109803,-1.192608782,1.005802914,1.353328268,1.551753875,1.601780979,1.397556089,1.487977746,1.188762297,1.344053025
a14,prac,b11,E1,Q3,7,2.461804601,-1.327184854,3.680445604,-1.537815157,3.431084636,-1.434858707,2.842826719,-1.222005656,1.000494483,1.420703368,1.49544594,1.615087681,1.428598344,1.547305459,1.260448484,1.460260993
a14,prac,b12,E1,Q3,7,2.697777732,-1.397983598,3.925740706,-1.609561821,3.632394115,-1.46977667,2.881899738,-1.205811476,1.10703392,1.487004732,1.600796753,1.709152973,1.501702087,1.603528409,1.273267159,1.475205144
a14,prac,b13,P2,Q2,5,1.860863337,-1.092697304,3.178008588,-1.345001793,3.099409436,-1.29582171,2.703113858,-1.143907802,0.859584957,1.339486501,1.425286687,1.62033203,1.387323229,1.589088377,1.299383176,1.548572432
a14,prac,b14,P3,Q2,6,2.36230563,-1.295085675,3.443000742,-1.436385366,3.312180204,-1.377741463,2.726852445,-1.173879126,0.859584957,1.339486501,1.425286687,1.62033203,1.387323229,1.589088377,1.299383176,1.548572432
a14,prac,b15,P3,Q2,6,2.499451221,-1.389134011,3.638694359,-1.542237408,3.388732033,-1.419395754,2.774264287,-1.188782833,1.064225655,1.595370056,1.538930908,1.765044762,1.49714782,1.698273559,1.320656341,1.598907047
a14,prac,b16,E1,Q3,7,2.489999651,-1.375423122,3.589600507,-1.532801067,3.39960131,-1.460780323,2.691130446,-1.198949525,1.05715723,1.531756486,1.514202691,1.672001122,1.358200417,1.542694575,1.148321316,1.393337411
a14,prac,b17,E1,Q3,7,2.621760639,-1.411174979,3.741283544,-1.565511428,3.548086337,-1.478618196,2.881540724,-1.21381758,1.08245753,1.547338767,1.559699867,1.70843897,1.475686147,1.623145726,1.282567694,1.482202789
a14,prac,b18,E1,Q3,7,2.554472383,-1.383889738,3.706699314,-1.548604147,3.539401578,-1.46569508,2.841443605,-1.187021743,1.053738693,1.518513547,1.541444099,1.685186101,1.452790168,1.580840335,1.237556665,1.411767937
a14,prac,b19,E1,Q3,7,2.475460532,-1.38850142,3.526648601,-1.516839468,3.312053668,-1.402900355,2.76083383,-1.18002628,1.041432005,1.540834748,1.508597357,1.691509603,1.425921149,1.614871198,1.265529419,1.497289536
a14,prac,b20,E2,Q3,8,2.517314485,-1.363955933,3.634545304,-1.510882951,3.378428248,-1.395541752,2.829535949,-1.184144099,1.079379509,1.538982249,1.530864269,1.683287787,1.443560376,1.577864021,1.263089873,1.445360746
a14,ave_prac,ave_prac,,,,2.365564857,-1.29251476,3.524003092,-1.471389812,3.316577603,-1.376451828,2.73255542,-1.157649042,0.979823818,1.416202886,1.473941994,1.608830685,1.38818859,1.52888004,1.212990831,1.413542457
a14,rest,posttest,,,,1.766020115,-0.871891581,2.608574417,-1.013711457,2.496586037,-0.900831137,2.133830759,-0.786763187,0.8071,0.9475,1.1546,1.1267,0.8988738,0.81429456,0.80936895,0.85613055
a14,rest,pretest,,,,1.259017068,-0.796809884,2.463701131,-0.996413933,2.37786092,-0.884224784,2.037885212,-0.742412961,0.56932307,0.8671426,1.07708098,1.06553165,0.87836216,0.80002303,0.77111634,0.75270386
a15,prac,b01,N1,Q1,1,2.947095861,-1.418983196,3.173253499,-1.440796024,3.079214527,-1.429052001,2.744582487,-1.282748511,0.984853374,1.205245633,1.082003425,1.258050031,0.943858179,1.175737479,0.975946627,1.158029459
a15,prac,b02,N2,Q1,2,2.966026398,-1.483258584,3.254522388,-1.521267033,3.20850605,-1.521652853,2.866370672,-1.34909534,1.04928114,1.344840549,1.161144369,1.399432328,1.115253439,1.362055137,1.065108104,1.28826675
a15,prac,b03,N3,Q1,3,3.083824192,-1.574812758,3.344777806,-1.618936504,3.243212709,-1.609689337,2.834735809,-1.388539676,1.083558573,1.418884801,1.240995054,1.516131299,1.167555358,1.481435128,1.046881649,1.324436893
